user_id,date,whoop_recovery,whoop_strain,whoop_hrv,whoop_sleep_score,notes,strain_flag_invalid,recovery_flag_invalid,sleep_flag_invalid,hrv_flag_invalid
JZA7TZ0YNCXL,2024-01-27,86.0,0.0,62.0,95.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-01-28,81.0,3.24,83.0,73.0,,0,0,0,0
JZA7TZ0YNCXL,2024-01-29,92.0,6.72,62.0,58.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-01-30,75.0,2.13,53.0,77.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-01-31,67.0,1.32,65.0,77.0,,0,0,0,0
JZA7TZ0YNCXL,2024-02-01,71.0,5.48,62.0,56.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-02-02,44.0,3.99,54.0,63.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-02-03,,4.78,74.0,80.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-02-04,79.0,2.24,44.0,77.0,,0,0,0,0
JZA7TZ0YNCXL,2024-02-05,52.0,1.87,57.0,35.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-02-06,73.0,,54.0,65.0,,0,0,0,0
JZA7TZ0YNCXL,2024-02-07,56.0,2.66,61.0,77.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-02-09,93.0,0.47,53.0,71.0,,0,0,0,0
JZA7TZ0YNCXL,2024-02-10,82.0,0.33,68.0,69.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-02-11,66.0,0.0,43.0,,,0,0,0,0
JZA7TZ0YNCXL,2024-02-12,64.0,0.0,85.0,75.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-02-12,55.0,1.92,54.0,72.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-02-14,59.0,7.42,69.0,74.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-02-15,89.0,7.73,36.0,85.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-02-16,69.0,5.24,,82.0,,0,0,0,0
JZA7TZ0YNCXL,2024-02-17,61.0,7.07,55.0,77.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-02-18,67.0,1.8,65.0,73.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-02-19,64.0,5.3,73.0,63.0,,0,0,0,0
JZA7TZ0YNCXL,2024-02-20,59.0,7.75,57.0,76.0,,0,0,0,0
JZA7TZ0YNCXL,2024-02-21,99.0,3.13,,56.0,,0,0,0,0
JZA7TZ0YNCXL,2024-02-22,61.0,10.27,56.0,74.0,,0,0,0,0
JZA7TZ0YNCXL,2024-02-23,76.0,4.27,57.0,80.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-02-24,79.0,2.53,76.0,79.0,,0,0,0,0
JZA7TZ0YNCXL,2024-02-25,66.0,2.08,56.0,74.0,,0,0,0,0
JZA7TZ0YNCXL,2024-02-26,77.0,10.28,,,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-02-27,58.0,1.79,52.0,74.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-02-28,58.0,8.42,57.0,70.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-02-29,63.0,4.76,57.0,66.0,,0,0,0,0
JZA7TZ0YNCXL,2024-03-01,,13.73,38.0,92.0,,0,0,0,0
JZA7TZ0YNCXL,2024-03-02,,8.03,67.0,78.0,,0,0,0,0
JZA7TZ0YNCXL,2024-03-03,46.0,0.0,53.0,69.0,,0,0,0,0
JZA7TZ0YNCXL,2024-03-04,52.0,4.43,60.0,,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-03-05,71.0,2.4,77.0,64.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-03-06,67.0,5.72,47.0,66.0,,0,0,0,0
JZA7TZ0YNCXL,2024-03-07,78.0,2.46,69.0,83.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-03-09,,2.25,,79.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-03-10,,3.56,57.0,68.0,,0,0,0,0
JZA7TZ0YNCXL,2024-03-12,68.0,8.29,54.0,100.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-03-13,61.0,,,81.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-03-15,83.0,0.0,59.0,75.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-03-16,68.0,3.48,63.0,72.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-03-17,78.0,7.26,73.0,90.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-03-18,65.0,3.82,54.0,74.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-03-19,,4.86,61.0,78.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-03-20,87.0,1.77,56.0,78.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-03-21,54.0,2.23,79.0,74.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-03-22,74.0,,55.0,100.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-03-23,83.0,9.61,60.0,,,0,0,0,0
JZA7TZ0YNCXL,2024-03-25,70.0,0.0,63.0,76.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-03-26,42.0,4.81,81.0,74.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-03-27,73.0,8.7,35.0,97.0,,0,0,0,0
JZA7TZ0YNCXL,2024-03-28,63.0,7.42,43.0,76.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-03-29,82.0,9.72,95.0,70.0,,0,0,0,0
JZA7TZ0YNCXL,2024-03-30,71.0,4.71,44.0,65.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-04-01,54.0,9.28,69.0,79.0,,0,0,0,0
JZA7TZ0YNCXL,2024-04-01,63.0,,48.0,59.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-04-03,70.0,0.0,,79.0,,0,0,0,0
JZA7TZ0YNCXL,2024-04-04,78.0,7.81,84.0,,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-04-05,49.0,8.96,60.0,87.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-04-06,62.0,3.08,70.0,86.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-04-07,62.0,1.88,76.0,,sick,0,0,0,0
JZA7TZ0YNCXL,2024-04-08,44.0,2.57,71.0,82.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-04-09,82.0,,64.0,81.0,,0,0,0,0
JZA7TZ0YNCXL,2024-04-09,66.0,9.51,51.0,82.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-04-11,51.0,4.33,65.0,73.0,,0,0,0,0
JZA7TZ0YNCXL,2024-04-12,94.0,8.36,63.0,94.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-04-12,66.0,,56.0,83.0,,0,0,0,0
JZA7TZ0YNCXL,2024-04-14,,,67.0,87.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-04-15,55.0,4.37,67.0,75.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-04-16,62.0,,81.0,,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-04-17,76.0,2.21,55.0,88.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-04-17,77.0,8.06,76.0,75.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-04-19,68.0,11.95,56.0,73.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-04-20,99.0,11.07,76.0,75.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-04-21,55.0,,60.0,84.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-04-22,64.0,13.01,72.0,90.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-04-23,65.0,11.63,75.0,,travel,0,0,0,0
JZA7TZ0YNCXL,2024-04-24,,9.47,,93.0,,0,0,0,0
JZA7TZ0YNCXL,2024-04-25,97.0,3.24,80.0,86.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-04-26,48.0,3.51,91.0,93.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-04-27,66.0,4.07,83.0,79.0,,0,0,0,0
JZA7TZ0YNCXL,2024-04-28,70.0,2.18,,75.0,,0,0,0,0
JZA7TZ0YNCXL,2024-04-29,40.0,7.13,63.0,80.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-04-30,80.0,3.21,78.0,66.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-05-01,68.0,5.66,,95.0,,0,0,0,0
JZA7TZ0YNCXL,2024-05-02,56.0,9.9,68.0,62.0,,0,0,0,0
JZA7TZ0YNCXL,2024-05-04,60.0,2.73,78.0,92.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-05-05,82.0,,59.0,83.0,,0,0,0,0
JZA7TZ0YNCXL,2024-05-06,48.0,0.0,66.0,80.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-05-06,54.0,7.17,47.0,70.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-05-08,64.0,4.53,80.0,76.0,,0,0,0,0
JZA7TZ0YNCXL,2024-05-09,69.0,3.5,,86.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-05-10,77.0,9.39,62.0,68.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-05-11,58.0,2.42,68.0,78.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-05-12,53.0,7.66,52.0,76.0,,0,0,0,0
JZA7TZ0YNCXL,2024-05-13,45.0,6.35,61.0,75.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-05-13,93.0,8.59,58.0,63.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-05-15,67.0,1.23,70.0,51.0,,0,0,0,0
JZA7TZ0YNCXL,2024-05-16,64.0,5.99,62.0,95.0,,0,0,0,0
JZA7TZ0YNCXL,2024-05-18,62.0,4.46,45.0,,,0,0,0,0
JZA7TZ0YNCXL,2024-05-19,57.0,5.11,41.0,79.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-05-20,68.0,8.76,50.0,75.0,,0,0,0,0
JZA7TZ0YNCXL,2024-05-20,67.0,0.68,,67.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-05-22,43.0,4.03,59.0,74.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-05-23,59.0,6.27,78.0,77.0,,0,0,0,0
JZA7TZ0YNCXL,2024-05-24,53.0,9.72,63.0,84.0,,0,0,0,0
JZA7TZ0YNCXL,2024-05-25,77.0,9.17,,75.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-05-26,65.0,,59.0,92.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-05-27,59.0,14.13,62.0,,,0,0,0,0
JZA7TZ0YNCXL,2024-05-28,82.0,7.34,83.0,92.0,,0,0,0,0
JZA7TZ0YNCXL,2024-05-29,66.0,5.53,40.0,,,0,0,0,0
JZA7TZ0YNCXL,2024-05-30,68.0,8.16,70.0,60.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-05-31,93.0,6.07,54.0,70.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-06-01,90.0,6.84,72.0,,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-06-02,56.0,8.03,68.0,,travel,0,0,0,0
JZA7TZ0YNCXL,2024-06-03,60.0,,74.0,87.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-06-05,64.0,5.26,61.0,72.0,,0,0,0,0
JZA7TZ0YNCXL,2024-06-05,71.0,8.72,76.0,,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-06-07,99.0,8.43,66.0,91.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-06-08,60.0,0.0,75.0,84.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-06-09,66.0,,,96.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-06-11,55.0,7.01,47.0,79.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-06-12,68.0,10.33,67.0,94.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-06-13,40.0,,82.0,65.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-06-14,84.0,5.19,53.0,79.0,,0,0,0,0
JZA7TZ0YNCXL,2024-06-15,,3.29,66.0,96.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-06-16,,0.65,74.0,76.0,,0,0,0,0
JZA7TZ0YNCXL,2024-06-17,56.0,8.65,49.0,85.0,,0,0,0,0
JZA7TZ0YNCXL,2024-06-19,67.0,8.78,61.0,92.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-06-19,63.0,6.02,45.0,62.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-06-21,66.0,8.41,,,travel,0,0,0,0
JZA7TZ0YNCXL,2024-06-22,82.0,,54.0,79.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-06-23,65.0,3.45,75.0,85.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-06-24,,5.5,,80.0,,0,0,0,0
JZA7TZ0YNCXL,2024-06-25,63.0,6.55,57.0,100.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-06-26,70.0,4.67,82.0,71.0,,0,0,0,0
JZA7TZ0YNCXL,2024-06-27,54.0,4.63,59.0,,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-06-28,61.0,4.34,69.0,64.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-06-29,95.0,5.83,84.0,74.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-06-30,66.0,6.22,72.0,82.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-06-30,68.0,8.55,50.0,89.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-07-02,72.0,5.48,81.0,87.0,,0,0,0,0
JZA7TZ0YNCXL,2024-07-03,86.0,12.63,80.0,81.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-07-04,89.0,0.17,57.0,,,0,0,0,0
JZA7TZ0YNCXL,2024-07-05,53.0,10.55,69.0,68.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-07-06,65.0,2.96,56.0,91.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-07-06,,6.66,53.0,95.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-07-07,53.0,8.77,59.0,70.0,,0,0,0,0
JZA7TZ0YNCXL,2024-07-09,78.0,8.86,59.0,,travel,0,0,0,0
JZA7TZ0YNCXL,2024-07-10,73.0,2.61,55.0,79.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-07-10,59.0,0.32,67.0,74.0,,0,0,0,0
JZA7TZ0YNCXL,2024-07-12,76.0,1.91,48.0,,,0,0,0,0
JZA7TZ0YNCXL,2024-07-12,72.0,3.36,66.0,66.0,,0,0,0,0
JZA7TZ0YNCXL,2024-07-14,77.0,3.13,46.0,96.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-07-15,57.0,3.71,42.0,57.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-07-16,68.0,4.19,83.0,73.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-07-16,65.0,6.36,57.0,,,0,0,0,0
JZA7TZ0YNCXL,2024-07-18,81.0,6.7,61.0,72.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-07-19,60.0,,64.0,,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-07-20,70.0,2.55,59.0,70.0,,0,0,0,0
JZA7TZ0YNCXL,2024-07-21,84.0,4.91,69.0,,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-07-22,,10.47,,85.0,,0,0,0,0
JZA7TZ0YNCXL,2024-07-23,82.0,6.98,60.0,,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-07-24,88.0,7.76,63.0,66.0,,0,0,0,0
JZA7TZ0YNCXL,2024-07-25,73.0,8.72,44.0,65.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-07-26,77.0,0.0,64.0,76.0,,0,0,0,0
JZA7TZ0YNCXL,2024-07-27,69.0,0.0,67.0,69.0,,0,0,0,0
JZA7TZ0YNCXL,2024-07-28,73.0,2.28,63.0,80.0,,0,0,0,0
JZA7TZ0YNCXL,2024-07-29,80.0,3.31,62.0,81.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-07-29,59.0,9.52,68.0,94.0,,0,0,0,0
JZA7TZ0YNCXL,2024-07-31,58.0,9.83,82.0,73.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-08-01,47.0,0.0,,,travel,0,0,0,0
JZA7TZ0YNCXL,2024-08-01,56.0,,59.0,86.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-08-03,76.0,3.41,66.0,91.0,,0,0,0,0
JZA7TZ0YNCXL,2024-08-04,64.0,4.48,77.0,92.0,,0,0,0,0
JZA7TZ0YNCXL,2024-08-05,,7.74,53.0,,sick,0,0,0,0
JZA7TZ0YNCXL,2024-08-06,50.0,0.95,51.0,83.0,,0,0,0,0
JZA7TZ0YNCXL,2024-08-07,54.0,6.6,61.0,97.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-08-08,63.0,7.97,37.0,80.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-08-09,68.0,12.5,60.0,75.0,,0,0,0,0
JZA7TZ0YNCXL,2024-08-10,59.0,6.86,69.0,79.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-08-11,66.0,0.0,57.0,100.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-08-12,88.0,,,92.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-08-14,67.0,6.48,54.0,79.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-08-15,68.0,1.2,86.0,89.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-08-16,89.0,10.73,69.0,67.0,,0,0,0,0
JZA7TZ0YNCXL,2024-08-19,45.0,9.35,53.0,55.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-08-20,92.0,7.88,61.0,92.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-08-21,53.0,15.19,59.0,77.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-08-22,76.0,9.34,63.0,75.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-08-23,46.0,0.0,,,sick,0,0,0,0
JZA7TZ0YNCXL,2024-08-24,66.0,6.79,57.0,96.0,,0,0,0,0
JZA7TZ0YNCXL,2024-08-25,58.0,0.46,63.0,78.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-08-26,67.0,2.09,63.0,,,0,0,0,0
JZA7TZ0YNCXL,2024-08-27,50.0,11.05,62.0,82.0,,0,0,0,0
JZA7TZ0YNCXL,2024-08-27,55.0,2.79,68.0,70.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-09-06,53.0,12.6,66.0,85.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-09-07,,7.63,,54.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-09-07,60.0,5.34,67.0,88.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-09-09,63.0,8.1,,81.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-09-10,,8.66,79.0,73.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-09-10,41.0,5.4,,78.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-09-12,58.0,10.69,71.0,80.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-09-13,76.0,4.27,73.0,62.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-09-14,64.0,,77.0,86.0,,0,0,0,0
JZA7TZ0YNCXL,2024-09-15,,2.83,73.0,75.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-09-16,68.0,4.14,78.0,,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-09-17,62.0,3.48,44.0,69.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-09-18,60.0,10.2,60.0,80.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-09-19,40.0,5.07,52.0,80.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-09-20,74.0,6.79,53.0,84.0,,0,0,0,0
JZA7TZ0YNCXL,2024-09-21,59.0,9.54,51.0,73.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-09-23,52.0,1.61,71.0,79.0,,0,0,0,0
JZA7TZ0YNCXL,2024-09-24,56.0,5.27,61.0,63.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-09-25,65.0,10.59,55.0,69.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-09-26,58.0,7.0,66.0,74.0,,0,0,0,0
JZA7TZ0YNCXL,2024-09-26,63.0,5.01,77.0,74.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-09-28,70.0,5.74,,73.0,,0,0,0,0
JZA7TZ0YNCXL,2024-09-29,46.0,3.7,,69.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-09-30,87.0,7.77,51.0,82.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-10-01,62.0,7.97,49.0,88.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-10-02,70.0,3.87,,80.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-10-03,67.0,4.95,52.0,87.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-10-04,58.0,11.57,66.0,69.0,,0,0,0,0
JZA7TZ0YNCXL,2024-10-05,68.0,8.29,61.0,86.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-10-06,67.0,3.9,57.0,87.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-10-07,77.0,5.42,65.0,,,0,0,0,0
JZA7TZ0YNCXL,2024-10-08,,,74.0,63.0,,0,0,0,0
JZA7TZ0YNCXL,2024-10-09,83.0,3.5,52.0,74.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-10-10,60.0,7.84,76.0,86.0,,0,0,0,0
JZA7TZ0YNCXL,2024-10-11,72.0,3.84,46.0,67.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-10-12,79.0,7.3,49.0,78.0,,0,0,0,0
JZA7TZ0YNCXL,2024-10-12,70.0,8.59,59.0,66.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-10-13,70.0,6.0,63.0,67.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-10-15,56.0,,,63.0,,0,0,0,0
JZA7TZ0YNCXL,2024-10-16,77.0,1.9,70.0,93.0,,0,0,0,0
JZA7TZ0YNCXL,2024-10-18,70.0,6.75,59.0,,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-10-29,84.0,0.95,54.0,88.0,,0,0,0,0
JZA7TZ0YNCXL,2024-10-30,60.0,0.02,62.0,74.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-10-31,64.0,8.75,59.0,57.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-11-01,64.0,7.2,66.0,90.0,,0,0,0,0
JZA7TZ0YNCXL,2024-11-02,58.0,3.33,62.0,79.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-11-03,64.0,1.49,52.0,87.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-11-05,54.0,5.08,71.0,77.0,,0,0,0,0
JZA7TZ0YNCXL,2024-11-06,,4.92,76.0,78.0,,0,0,0,0
JZA7TZ0YNCXL,2024-11-07,64.0,8.28,58.0,69.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-11-08,96.0,4.44,48.0,89.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-11-09,77.0,2.87,,,,0,0,0,0
JZA7TZ0YNCXL,2024-11-09,62.0,7.87,57.0,68.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-11-11,60.0,3.21,50.0,85.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-11-12,62.0,1.35,91.0,79.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-11-13,70.0,3.08,78.0,75.0,late meal,0,0,0,0
JZA7TZ0YNCXL,2024-11-14,73.0,5.0,62.0,82.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-11-15,83.0,9.6,65.0,65.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-11-16,48.0,1.64,73.0,79.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-11-17,63.0,3.97,61.0,79.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-11-18,70.0,2.73,62.0,73.0,,0,0,0,0
JZA7TZ0YNCXL,2024-11-19,68.0,6.66,47.0,58.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-11-20,84.0,0.8,57.0,73.0,,0,0,0,0
JZA7TZ0YNCXL,2024-11-30,53.0,7.44,41.0,68.0,,0,0,0,0
JZA7TZ0YNCXL,2024-11-30,62.0,2.18,58.0,80.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-12-02,69.0,2.0,68.0,78.0,,0,0,0,0
JZA7TZ0YNCXL,2024-12-03,,0.0,72.0,88.0,sick,0,0,0,0
JZA7TZ0YNCXL,2024-12-04,73.0,5.32,61.0,85.0,alcohol,0,0,0,0
JZA7TZ0YNCXL,2024-12-05,60.0,3.93,59.0,56.0,travel,0,0,0,0
JZA7TZ0YNCXL,2024-12-07,61.0,0.0,39.0,77.0,,0,0,0,0
JZA7TZ0YNCXL,2024-12-08,49.0,1.92,72.0,81.0,alcohol,0,0,0,0
