user_id,sleep_date,total_minutes_asleep,total_minutes_awake,avg_sleep_efficiency,segment_count,has_unknown_main_sleep
U_5NQ4FMYZYCWT,2024-08-10,360.0,,,1,0
U_5NQ4FMYZYCWT,2024-08-11,360.0,48.0,80.0,1,0
U_5NQ4FMYZYCWT,2024-08-19,428.0,62.0,82.0,2,1
U_5NQ4FMYZYCWT,2024-08-24,178.0,10.0,88.0,2,1
U_5NQ4FMYZYCWT,2024-08-25,,11.0,90.0,1,0
U_5NQ4FMYZYCWT,2024-09-03,360.0,36.0,82.0,1,0
U_5NQ4FMYZYCWT,2024-09-21,104.0,56.0,84.0,1,0
U_5NQ4FMYZYCWT,2024-10-23,348.0,55.0,85.0,1,1
U_5NQ4FMYZYCWT,2024-11-09,360.0,67.0,85.0,1,0
U_5NQ4FMYZYCWT,2024-11-13,360.0,11.0,,1,0
U_5NQ4FMYZYCWT,2024-11-17,,40.0,71.0,1,0
U_5NQ4FMYZYCWT,2024-11-23,212.0,34.0,79.0,2,0
U_5NQ4FMYZYCWT,2024-12-07,360.0,29.0,92.0,1,1
U_5NQ4FMYZYCWT,2024-12-10,142.0,30.0,,1,0
U_5NQ4FMYZYCWT,2024-12-14,494.0,66.0,89.5,2,1
U_5NQ4FMYZYCWT,2024-12-20,199.0,11.0,93.0,1,0
U_5NQ4FMYZYCWT,2024-12-30,609.0,178.0,69.5,3,0
U_W2PCN9T84AZY,2024-01-17,360.0,38.0,,1,0
U_W2PCN9T84AZY,2024-02-03,149.0,6.0,85.0,1,0
U_W2PCN9T84AZY,2024-02-14,360.0,18.0,86.0,1,0
U_W2PCN9T84AZY,2024-02-20,360.0,,92.0,1,0
U_W2PCN9T84AZY,2024-02-25,360.0,30.0,94.0,1,0
U_W2PCN9T84AZY,2024-02-27,137.0,27.0,98.0,1,1
U_W2PCN9T84AZY,2024-02-29,377.0,35.0,80.5,2,1
U_W2PCN9T84AZY,2024-03-02,360.0,30.0,70.0,1,0
U_W2PCN9T84AZY,2024-03-07,95.0,58.0,87.0,1,0
U_W2PCN9T84AZY,2024-03-26,360.0,29.0,80.0,1,0
U_W2PCN9T84AZY,2024-04-08,471.0,35.0,74.5,2,0
U_W2PCN9T84AZY,2024-04-13,539.0,66.0,80.0,2,1
U_W2PCN9T84AZY,2024-04-19,360.0,22.0,74.0,1,1
U_W2PCN9T84AZY,2024-04-27,95.0,,84.0,1,0
U_W2PCN9T84AZY,2024-05-04,156.0,15.0,78.0,1,0
U_W2PCN9T84AZY,2024-05-10,360.0,1.0,79.0,1,0
U_W2PCN9T84AZY,2024-05-21,360.0,,83.0,1,0
U_W2PCN9T84AZY,2024-06-01,357.0,57.0,87.0,2,0
U_W2PCN9T84AZY,2024-06-10,360.0,45.0,75.0,1,0
U_W2PCN9T84AZY,2024-06-30,426.0,54.0,87.0,2,0
U_W2PCN9T84AZY,2024-07-02,334.0,,78.0,1,0
U_W2PCN9T84AZY,2024-07-18,503.0,71.0,93.5,2,0
U_W2PCN9T84AZY,2024-08-14,332.0,17.0,80.0,3,1
U_W2PCN9T84AZY,2024-08-17,270.0,,81.0,1,0
U_W2PCN9T84AZY,2024-08-21,497.0,45.0,92.5,2,1
U_W2PCN9T84AZY,2024-08-23,166.0,17.0,81.0,1,0
U_W2PCN9T84AZY,2024-08-30,195.0,20.0,86.5,2,0
U_W2PCN9T84AZY,2024-09-06,360.0,39.0,82.0,1,0
U_W2PCN9T84AZY,2024-09-07,360.0,6.0,83.0,1,0
U_W2PCN9T84AZY,2024-09-17,510.0,19.0,82.5,2,0
U_W2PCN9T84AZY,2024-09-18,203.0,52.0,76.0,1,0
U_W2PCN9T84AZY,2024-09-27,476.0,79.0,76.0,2,1
U_W2PCN9T84AZY,2024-09-29,454.0,98.0,84.66666666666667,3,0
U_W2PCN9T84AZY,2024-10-19,162.0,29.0,85.0,1,0
U_W2PCN9T84AZY,2024-10-21,360.0,,82.0,1,0
U_W2PCN9T84AZY,2024-11-16,360.0,20.0,85.0,1,0
U_W2PCN9T84AZY,2024-11-20,621.0,86.0,83.25,4,1
U_W2PCN9T84AZY,2024-11-22,285.0,16.0,78.0,2,1
U_W2PCN9T84AZY,2024-11-26,94.0,33.0,,1,0
U_W2PCN9T84AZY,2024-11-27,104.0,40.0,84.0,1,0
U_W2PCN9T84AZY,2024-12-02,360.0,47.0,91.0,1,0
U_1ERTJ5PHT0HL,2024-02-12,360.0,41.0,95.0,1,0
U_1ERTJ5PHT0HL,2024-02-19,460.0,65.0,80.0,2,0
U_1ERTJ5PHT0HL,2024-02-23,360.0,,77.0,1,0
U_1ERTJ5PHT0HL,2024-03-08,,59.0,94.0,1,0
U_1ERTJ5PHT0HL,2024-03-13,260.0,38.0,83.0,2,1
U_1ERTJ5PHT0HL,2024-03-29,360.0,14.0,93.0,1,0
U_1ERTJ5PHT0HL,2024-04-06,360.0,39.0,,1,0
U_1ERTJ5PHT0HL,2024-04-10,262.0,56.0,80.0,2,1
U_1ERTJ5PHT0HL,2024-04-11,360.0,36.0,91.0,1,0
U_1ERTJ5PHT0HL,2024-05-07,503.0,60.0,90.0,2,0
U_1ERTJ5PHT0HL,2024-05-12,541.0,60.0,78.5,2,0
U_1ERTJ5PHT0HL,2024-05-14,270.0,25.0,86.0,1,0
U_1ERTJ5PHT0HL,2024-05-16,169.0,8.0,83.0,1,0
U_1ERTJ5PHT0HL,2024-05-22,161.0,34.0,83.0,1,0
U_1ERTJ5PHT0HL,2024-07-14,,18.0,89.0,1,1
U_1ERTJ5PHT0HL,2024-07-15,195.0,49.0,82.0,1,0
U_1ERTJ5PHT0HL,2024-07-21,360.0,,97.0,1,0
U_1ERTJ5PHT0HL,2024-07-23,360.0,55.0,91.0,1,0
U_1ERTJ5PHT0HL,2024-08-06,360.0,52.0,85.0,1,0
U_1ERTJ5PHT0HL,2024-09-23,165.0,45.0,,1,0
U_1ERTJ5PHT0HL,2024-10-02,175.0,0.0,79.0,1,0
U_1ERTJ5PHT0HL,2024-10-06,360.0,22.0,89.0,1,0
U_1ERTJ5PHT0HL,2024-10-09,360.0,,83.0,1,1
U_1ERTJ5PHT0HL,2024-10-11,360.0,28.0,85.0,1,0
U_1ERTJ5PHT0HL,2024-10-29,360.0,0.0,91.0,1,0
U_1ERTJ5PHT0HL,2024-11-02,411.0,91.0,77.5,2,0
U_1ERTJ5PHT0HL,2024-11-10,360.0,25.0,82.0,1,0
U_1ERTJ5PHT0HL,2024-11-18,255.0,23.0,76.0,1,0
U_1ERTJ5PHT0HL,2024-11-29,157.0,18.0,90.0,1,0
U_1ERTJ5PHT0HL,2024-11-30,,,79.0,1,0
U_1ERTJ5PHT0HL,2024-12-26,153.0,0.0,76.0,1,0
U_F2GOG72OY0IF,2024-01-10,173.0,21.0,95.0,1,0
U_F2GOG72OY0IF,2024-01-12,338.0,40.0,,1,1
U_F2GOG72OY0IF,2024-01-15,360.0,47.0,80.0,1,0
U_F2GOG72OY0IF,2024-03-01,160.0,38.0,80.0,1,0
U_F2GOG72OY0IF,2024-03-10,134.0,29.0,85.0,1,0
U_F2GOG72OY0IF,2024-03-09,115.0,31.0,84.0,1,0
U_F2GOG72OY0IF,2024-03-17,376.0,93.0,86.5,2,0
U_F2GOG72OY0IF,2024-03-20,346.0,58.0,77.66666666666667,3,1
U_F2GOG72OY0IF,2024-03-30,196.0,27.0,93.0,1,0
U_F2GOG72OY0IF,2024-04-04,221.0,,77.0,1,0
U_F2GOG72OY0IF,2024-04-28,360.0,15.0,83.0,1,0
U_F2GOG72OY0IF,2024-05-15,360.0,23.0,91.0,1,0
U_F2GOG72OY0IF,2024-05-17,360.0,25.0,83.0,1,0
U_F2GOG72OY0IF,2024-05-27,360.0,47.0,83.0,1,0
U_F2GOG72OY0IF,2024-06-05,126.0,46.0,90.0,1,0
U_F2GOG72OY0IF,2024-06-07,251.0,,75.0,1,0
U_F2GOG72OY0IF,2024-06-28,429.0,53.0,76.5,2,0
U_F2GOG72OY0IF,2024-07-06,269.0,12.0,84.5,2,0
U_F2GOG72OY0IF,2024-07-27,360.0,1.0,79.0,1,1
U_F2GOG72OY0IF,2024-07-28,514.0,76.0,82.0,2,0
U_F2GOG72OY0IF,2024-08-15,129.0,56.0,86.0,1,0
U_F2GOG72OY0IF,2024-08-26,115.0,61.0,86.0,1,0
U_F2GOG72OY0IF,2024-09-08,363.0,75.0,82.0,2,0
U_F2GOG72OY0IF,2024-09-12,360.0,,78.0,1,0
U_F2GOG72OY0IF,2024-09-14,389.0,32.0,81.5,3,0
U_F2GOG72OY0IF,2024-09-19,360.0,28.0,78.0,1,1
U_F2GOG72OY0IF,2024-09-25,196.0,51.0,85.0,2,0
U_F2GOG72OY0IF,2024-09-30,273.0,47.0,,1,0
U_F2GOG72OY0IF,2024-10-08,360.0,48.0,98.0,1,1
U_F2GOG72OY0IF,2024-10-14,105.0,,,1,0
U_F2GOG72OY0IF,2024-11-06,114.0,94.0,83.5,2,0
U_F2GOG72OY0IF,2024-11-11,197.0,99.0,86.5,2,0
U_F2GOG72OY0IF,2024-12-03,309.0,52.0,89.0,1,0
U_F2GOG72OY0IF,2024-12-29,166.0,3.0,89.0,1,0
U_V5USGIOTIRZQ,2024-01-06,268.0,36.0,89.0,1,0
U_V5USGIOTIRZQ,2024-01-09,163.0,17.0,78.0,1,0
U_V5USGIOTIRZQ,2024-01-16,134.0,71.0,,1,0
U_V5USGIOTIRZQ,2024-01-19,214.0,32.0,83.0,1,0
U_V5USGIOTIRZQ,2024-01-22,201.0,38.0,94.0,2,0
U_V5USGIOTIRZQ,2024-02-16,452.0,85.0,,2,0
U_V5USGIOTIRZQ,2024-02-18,253.0,11.0,96.0,1,0
U_V5USGIOTIRZQ,2024-02-21,360.0,19.0,,1,0
U_V5USGIOTIRZQ,2024-03-27,360.0,45.0,87.0,1,0
U_V5USGIOTIRZQ,2024-04-03,360.0,15.0,89.0,1,0
U_V5USGIOTIRZQ,2024-04-15,528.0,99.0,80.5,3,1
U_V5USGIOTIRZQ,2024-05-29,264.0,53.0,,1,0
U_V5USGIOTIRZQ,2024-05-30,360.0,32.0,95.0,1,0
U_V5USGIOTIRZQ,2024-06-06,238.0,3.0,90.0,1,0
U_V5USGIOTIRZQ,2024-06-17,124.0,8.0,,1,0
U_V5USGIOTIRZQ,2024-06-20,243.0,34.0,80.0,1,0
U_V5USGIOTIRZQ,2024-06-22,184.0,20.0,82.0,1,0
U_V5USGIOTIRZQ,2024-06-23,151.0,69.0,78.0,2,0
U_V5USGIOTIRZQ,2024-06-25,,19.0,95.0,1,0
U_V5USGIOTIRZQ,2024-06-27,,40.0,83.0,1,0
U_V5USGIOTIRZQ,2024-07-29,360.0,,77.0,1,1
U_V5USGIOTIRZQ,2024-08-04,406.0,0.0,83.5,2,1
U_V5USGIOTIRZQ,2024-08-16,162.0,71.0,88.0,1,0
U_V5USGIOTIRZQ,2024-08-28,360.0,74.0,73.0,1,0
U_V5USGIOTIRZQ,2024-10-01,360.0,10.0,79.0,1,0
U_V5USGIOTIRZQ,2024-10-03,274.0,37.0,87.5,2,0
U_V5USGIOTIRZQ,2024-10-04,116.0,43.0,97.0,1,0
U_V5USGIOTIRZQ,2024-10-10,360.0,13.0,90.0,1,0
U_V5USGIOTIRZQ,2024-10-18,137.0,26.0,84.0,1,0
U_V5USGIOTIRZQ,2024-10-20,360.0,48.0,78.0,1,0
U_V5USGIOTIRZQ,2024-10-24,545.0,80.0,83.5,2,0
U_V5USGIOTIRZQ,2024-11-12,152.0,25.0,,1,0
U_V5USGIOTIRZQ,2024-11-21,360.0,34.0,92.0,1,0
U_V5USGIOTIRZQ,2024-12-11,657.0,121.0,83.66666666666667,3,0
U_V5USGIOTIRZQ,2024-12-12,131.0,53.0,94.0,1,0
U_V5USGIOTIRZQ,2024-12-15,510.0,86.0,84.5,2,0
U_V5USGIOTIRZQ,2024-12-16,268.0,40.0,84.0,1,0
U_V5USGIOTIRZQ,2024-12-21,156.0,,90.0,1,0
U_TZE5R5UQPGB7,2024-02-12,,14.0,87.0,1,0
U_TZE5R5UQPGB7,2024-02-19,404.0,67.0,88.0,2,0
U_TZE5R5UQPGB7,2024-02-23,299.0,102.0,83.5,2,1
U_TZE5R5UQPGB7,2024-03-13,117.0,,83.0,1,0
U_TZE5R5UQPGB7,2024-03-23,359.0,96.0,83.5,2,0
U_TZE5R5UQPGB7,2024-03-29,360.0,27.0,96.0,1,0
U_TZE5R5UQPGB7,2024-04-06,470.0,60.0,83.0,2,1
U_TZE5R5UQPGB7,2024-04-10,161.0,27.0,90.0,1,0
U_TZE5R5UQPGB7,2024-05-07,434.0,49.0,81.0,2,0
U_TZE5R5UQPGB7,2024-05-12,192.0,0.0,83.0,1,0
U_TZE5R5UQPGB7,2024-05-14,360.0,15.0,79.0,1,0
U_TZE5R5UQPGB7,2024-05-16,660.0,113.0,80.33333333333333,3,0
U_TZE5R5UQPGB7,2024-05-22,664.0,93.0,79.5,3,1
U_TZE5R5UQPGB7,2024-06-16,438.0,100.0,98.0,2,0
U_TZE5R5UQPGB7,2024-07-09,203.0,,88.0,2,0
U_TZE5R5UQPGB7,2024-07-14,502.0,50.0,77.0,2,0
U_TZE5R5UQPGB7,2024-07-21,360.0,43.0,83.0,1,0
U_TZE5R5UQPGB7,2024-07-23,317.0,59.0,77.0,2,0
U_TZE5R5UQPGB7,2024-08-06,147.0,36.0,90.0,1,0
U_TZE5R5UQPGB7,2024-09-23,178.0,45.0,76.0,1,0
U_TZE5R5UQPGB7,2024-10-02,140.0,25.0,75.0,1,0
U_TZE5R5UQPGB7,2024-10-06,360.0,45.0,75.0,1,0
U_TZE5R5UQPGB7,2024-10-09,155.0,38.0,,1,0
U_TZE5R5UQPGB7,2024-10-11,232.0,14.0,87.0,1,0
U_TZE5R5UQPGB7,2024-10-29,159.0,27.0,76.0,1,0
U_TZE5R5UQPGB7,2024-11-02,360.0,20.0,,1,1
U_TZE5R5UQPGB7,2024-11-29,315.0,,,1,0
U_TZE5R5UQPGB7,2024-11-30,360.0,11.0,88.0,1,0
U_TZE5R5UQPGB7,2024-12-26,360.0,22.0,93.0,1,1
U_GVWRDMLY4LYK,2024-02-12,360.0,11.0,87.0,1,0
U_GVWRDMLY4LYK,2024-02-19,261.0,80.0,77.0,2,1
U_GVWRDMLY4LYK,2024-02-23,360.0,43.0,83.0,1,0
U_GVWRDMLY4LYK,2024-03-08,360.0,46.0,85.0,1,0
U_GVWRDMLY4LYK,2024-03-13,360.0,13.0,97.0,1,0
U_GVWRDMLY4LYK,2024-03-23,176.0,0.0,98.0,1,0
U_GVWRDMLY4LYK,2024-03-29,336.0,87.0,81.5,2,1
U_GVWRDMLY4LYK,2024-04-06,360.0,71.0,81.0,1,0
U_GVWRDMLY4LYK,2024-04-10,360.0,23.0,,1,1
U_GVWRDMLY4LYK,2024-04-11,360.0,47.0,93.0,1,0
U_GVWRDMLY4LYK,2024-05-07,360.0,44.0,84.0,1,0
U_GVWRDMLY4LYK,2024-05-12,171.0,49.0,88.0,1,0
U_GVWRDMLY4LYK,2024-05-14,360.0,42.0,83.0,1,0
U_GVWRDMLY4LYK,2024-05-16,360.0,57.0,87.0,1,0
U_GVWRDMLY4LYK,2024-05-22,,65.0,76.0,1,0
U_GVWRDMLY4LYK,2024-06-16,360.0,39.0,91.0,1,0
U_GVWRDMLY4LYK,2024-07-09,309.0,38.0,,1,0
U_GVWRDMLY4LYK,2024-07-14,360.0,,,1,0
U_GVWRDMLY4LYK,2024-07-15,360.0,7.0,87.0,1,0
U_GVWRDMLY4LYK,2024-07-21,,33.0,83.0,1,0
U_GVWRDMLY4LYK,2024-07-23,494.0,42.0,81.0,2,0
U_GVWRDMLY4LYK,2024-08-06,159.0,39.0,,1,0
U_GVWRDMLY4LYK,2024-09-23,360.0,55.0,90.0,1,0
U_GVWRDMLY4LYK,2024-10-02,209.0,54.0,84.0,2,0
U_GVWRDMLY4LYK,2024-10-06,360.0,22.0,85.0,1,0
U_GVWRDMLY4LYK,2024-10-09,360.0,49.0,81.0,1,0
U_GVWRDMLY4LYK,2024-10-29,273.0,8.0,89.0,1,0
U_GVWRDMLY4LYK,2024-11-02,526.0,58.0,79.0,2,0
U_GVWRDMLY4LYK,2024-11-18,400.0,69.0,78.5,2,0
U_GVWRDMLY4LYK,2024-11-29,,27.0,84.0,1,0
U_GVWRDMLY4LYK,2024-11-30,360.0,36.0,79.0,1,0
U_GVWRDMLY4LYK,2024-12-26,190.0,21.0,82.0,1,0
U_E8LD4D6AF58C,2024-01-10,566.0,68.0,78.0,2,0
U_E8LD4D6AF58C,2024-01-12,360.0,80.0,85.0,1,1
U_E8LD4D6AF58C,2024-01-15,360.0,48.0,92.0,1,0
U_E8LD4D6AF58C,2024-02-05,195.0,32.0,95.0,1,0
U_E8LD4D6AF58C,2024-03-01,360.0,41.0,72.0,1,0
U_E8LD4D6AF58C,2024-03-10,269.0,27.0,93.0,1,0
U_E8LD4D6AF58C,2024-03-17,416.0,146.0,89.5,3,0
U_E8LD4D6AF58C,2024-03-20,434.0,11.0,86.0,2,0
U_E8LD4D6AF58C,2024-03-30,210.0,,69.0,1,0
U_E8LD4D6AF58C,2024-04-04,360.0,,92.0,1,1
U_E8LD4D6AF58C,2024-04-22,,59.0,87.0,1,0
U_E8LD4D6AF58C,2024-04-28,149.0,61.0,95.0,1,0
U_E8LD4D6AF58C,2024-05-13,153.0,47.0,82.0,1,0
U_E8LD4D6AF58C,2024-05-15,360.0,51.0,87.0,1,0
U_E8LD4D6AF58C,2024-05-17,423.0,71.0,95.0,2,1
U_E8LD4D6AF58C,2024-05-27,99.0,29.0,92.0,1,0
U_E8LD4D6AF58C,2024-06-05,360.0,53.0,87.0,1,0
U_E8LD4D6AF58C,2024-06-07,360.0,21.0,,1,0
U_E8LD4D6AF58C,2024-06-28,360.0,33.0,,1,1
U_E8LD4D6AF58C,2024-07-27,253.0,80.0,87.0,2,1
U_E8LD4D6AF58C,2024-08-26,360.0,48.0,80.0,1,0
U_E8LD4D6AF58C,2024-09-08,,64.0,84.0,2,0
U_E8LD4D6AF58C,2024-09-12,360.0,41.0,85.0,1,0
U_E8LD4D6AF58C,2024-09-14,360.0,6.0,88.0,1,0
U_E8LD4D6AF58C,2024-09-19,360.0,7.0,,1,0
U_E8LD4D6AF58C,2024-09-25,360.0,32.0,,1,0
U_E8LD4D6AF58C,2024-09-30,360.0,33.0,98.0,1,0
U_E8LD4D6AF58C,2024-10-08,360.0,58.0,73.0,1,0
U_E8LD4D6AF58C,2024-10-14,360.0,,82.0,1,0
U_E8LD4D6AF58C,2024-11-06,360.0,49.0,72.0,1,0
U_E8LD4D6AF58C,2024-11-11,534.0,40.0,78.66666666666667,3,0
U_E8LD4D6AF58C,2024-12-03,360.0,,98.0,1,0
U_E8LD4D6AF58C,2024-12-29,256.0,46.0,74.0,1,0
U_X8BM92H3TV3I,2024-01-09,266.0,26.0,72.0,2,0
U_X8BM92H3TV3I,2024-01-13,150.0,,83.0,1,0
U_X8BM92H3TV3I,2024-01-16,415.0,107.0,83.5,2,1
U_X8BM92H3TV3I,2024-01-19,360.0,36.0,90.0,1,0
U_X8BM92H3TV3I,2024-01-22,102.0,,87.0,1,0
U_X8BM92H3TV3I,2024-02-08,112.0,17.0,86.0,1,0
U_X8BM92H3TV3I,2024-02-16,160.0,77.0,94.5,2,1
U_X8BM92H3TV3I,2024-02-18,302.0,43.0,75.0,1,0
U_X8BM92H3TV3I,2024-02-21,346.0,31.0,,1,0
U_X8BM92H3TV3I,2024-02-22,206.0,9.0,98.0,1,0
U_X8BM92H3TV3I,2024-02-24,160.0,32.0,81.0,1,0
U_X8BM92H3TV3I,2024-02-28,220.0,100.0,77.0,2,0
U_X8BM92H3TV3I,2024-03-04,151.0,59.0,87.0,2,0
U_X8BM92H3TV3I,2024-03-19,166.0,14.0,85.0,1,0
U_X8BM92H3TV3I,2024-03-27,173.0,43.0,,1,1
U_X8BM92H3TV3I,2024-04-03,440.0,58.0,82.5,2,0
U_X8BM92H3TV3I,2024-04-15,108.0,59.0,93.0,1,0
U_X8BM92H3TV3I,2024-04-18,140.0,50.0,87.0,1,0
U_X8BM92H3TV3I,2024-05-29,313.0,0.0,78.0,1,0
U_X8BM92H3TV3I,2024-06-17,181.0,14.0,86.0,1,0
U_X8BM92H3TV3I,2024-07-29,506.0,111.0,81.66666666666667,3,0
U_X8BM92H3TV3I,2024-08-04,340.0,52.0,87.0,2,0
U_X8BM92H3TV3I,2024-08-12,360.0,64.0,74.0,1,0
U_X8BM92H3TV3I,2024-08-16,278.0,50.0,81.5,2,0
U_X8BM92H3TV3I,2024-08-28,193.0,65.0,81.5,2,0
U_X8BM92H3TV3I,2024-09-26,354.0,94.0,83.5,2,0
U_X8BM92H3TV3I,2024-10-01,360.0,36.0,94.0,1,0
U_X8BM92H3TV3I,2024-10-04,206.0,,93.0,1,0
U_X8BM92H3TV3I,2024-10-03,104.0,74.0,87.0,1,0
U_X8BM92H3TV3I,2024-10-10,106.0,30.0,84.0,1,0
U_X8BM92H3TV3I,2024-10-18,360.0,26.0,75.0,1,0
U_X8BM92H3TV3I,2024-10-20,,58.0,78.0,1,0
U_X8BM92H3TV3I,2024-10-24,182.0,17.0,88.0,1,0
U_X8BM92H3TV3I,2024-11-12,360.0,21.0,89.0,1,0
U_X8BM92H3TV3I,2024-11-21,107.0,51.0,77.0,1,0
U_X8BM92H3TV3I,2024-12-11,332.0,52.0,76.0,1,0
U_X8BM92H3TV3I,2024-12-12,343.0,47.0,64.0,1,0
U_X8BM92H3TV3I,2024-12-15,221.0,114.0,77.0,2,0
U_X8BM92H3TV3I,2024-12-16,245.0,50.0,86.0,2,0
U_DZP6LFEWVZNV,2024-01-17,360.0,47.0,,1,1
U_DZP6LFEWVZNV,2024-01-26,302.0,33.0,79.0,2,0
U_DZP6LFEWVZNV,2024-01-30,76.0,52.0,81.0,1,0
U_DZP6LFEWVZNV,2024-02-03,360.0,58.0,,1,0
U_DZP6LFEWVZNV,2024-02-14,289.0,45.0,81.0,2,0
U_DZP6LFEWVZNV,2024-02-20,549.0,29.0,76.5,2,1
U_DZP6LFEWVZNV,2024-02-25,111.0,,72.0,1,0
U_DZP6LFEWVZNV,2024-02-27,415.0,43.0,80.5,2,0
U_DZP6LFEWVZNV,2024-03-02,266.0,33.0,91.5,2,0
U_DZP6LFEWVZNV,2024-03-07,360.0,54.0,77.0,1,0
U_DZP6LFEWVZNV,2024-03-26,,41.0,88.0,1,0
U_DZP6LFEWVZNV,2024-04-08,142.0,7.0,92.0,1,0
U_DZP6LFEWVZNV,2024-04-13,524.0,40.0,84.0,2,0
U_DZP6LFEWVZNV,2024-04-27,360.0,19.0,87.0,1,0
U_DZP6LFEWVZNV,2024-05-04,253.0,26.0,90.5,2,0
U_DZP6LFEWVZNV,2024-05-10,360.0,39.0,91.0,1,0
U_DZP6LFEWVZNV,2024-05-21,360.0,54.0,80.0,1,0
U_DZP6LFEWVZNV,2024-06-01,310.0,78.0,78.0,2,0
U_DZP6LFEWVZNV,2024-06-15,360.0,33.0,87.0,1,1
U_DZP6LFEWVZNV,2024-06-30,,8.0,88.0,1,0
U_DZP6LFEWVZNV,2024-07-02,168.0,45.0,84.0,1,0
U_DZP6LFEWVZNV,2024-07-18,409.0,61.0,86.0,2,0
U_DZP6LFEWVZNV,2024-08-17,360.0,67.0,87.0,1,0
U_DZP6LFEWVZNV,2024-08-21,421.0,53.0,84.5,2,0
U_DZP6LFEWVZNV,2024-08-23,360.0,,85.0,1,0
U_DZP6LFEWVZNV,2024-08-30,214.0,13.0,83.0,1,0
U_DZP6LFEWVZNV,2024-09-06,163.0,0.0,82.0,2,0
U_DZP6LFEWVZNV,2024-09-07,,40.0,90.0,1,1
U_DZP6LFEWVZNV,2024-09-17,360.0,33.0,85.0,1,1
U_DZP6LFEWVZNV,2024-09-18,360.0,43.0,83.0,1,0
U_DZP6LFEWVZNV,2024-09-20,,37.0,86.0,1,1
U_DZP6LFEWVZNV,2024-09-27,379.0,55.0,78.0,3,0
U_DZP6LFEWVZNV,2024-09-29,360.0,73.0,88.0,1,0
U_DZP6LFEWVZNV,2024-10-19,360.0,,76.0,1,0
U_DZP6LFEWVZNV,2024-10-21,480.0,100.0,92.5,2,0
U_DZP6LFEWVZNV,2024-11-16,322.0,30.0,83.0,3,0
U_DZP6LFEWVZNV,2024-11-20,372.0,81.0,82.66666666666667,3,0
U_DZP6LFEWVZNV,2024-11-22,173.0,4.0,86.0,1,0
U_DZP6LFEWVZNV,2024-11-26,175.0,8.0,84.0,1,0
U_DZP6LFEWVZNV,2024-11-27,492.0,39.0,83.5,2,0
U_DZP6LFEWVZNV,2024-12-02,360.0,6.0,83.0,1,0
U_DZP6LFEWVZNV,2024-12-31,418.0,99.0,80.0,3,0
U_5Z8VMUHXID4N,2024-01-14,382.0,90.0,81.0,2,0
U_5Z8VMUHXID4N,2024-01-27,155.0,,92.0,1,0
U_5Z8VMUHXID4N,2024-02-02,242.0,,,1,0
U_5Z8VMUHXID4N,2024-02-09,174.0,58.0,74.0,1,0
U_5Z8VMUHXID4N,2024-02-10,360.0,40.0,95.0,1,0
U_5Z8VMUHXID4N,2024-02-15,360.0,56.0,98.0,1,0
U_5Z8VMUHXID4N,2024-03-05,215.0,72.0,77.0,2,1
U_5Z8VMUHXID4N,2024-03-12,375.0,98.0,83.5,3,1
U_5Z8VMUHXID4N,2024-03-16,354.0,,85.0,1,0
U_5Z8VMUHXID4N,2024-03-21,360.0,30.0,81.0,1,0
U_5Z8VMUHXID4N,2024-03-22,334.0,52.0,78.0,1,1
U_5Z8VMUHXID4N,2024-04-16,200.0,,93.0,1,0
