user_id,date,apple_steps,apple_active_energy,apple_resting_hr,apple_sleep_minutes
U_J7UPFLN4RXYJ,2024-07-13,,,,
U_J7UPFLN4RXYJ,2024-09-15,,,,
U_J7UPFLN4RXYJ,2024-10-13,,,,
U_J7UPFLN4RXYJ,2024-10-17,,,,
U_J7UPFLN4RXYJ,2024-11-04,,,,
U_J7UPFLN4RXYJ,2024-11-28,,,,
U_J7UPFLN4RXYJ,2024-12-05,,,,
U_OMD7Q1DDPUSD,2024-01-09,,,,
U_OMD7Q1DDPUSD,2024-01-19,,,,
U_OMD7Q1DDPUSD,2024-02-28,,,,
U_OMD7Q1DDPUSD,2024-03-04,,,,
U_OMD7Q1DDPUSD,2024-06-25,,,,
U_OMD7Q1DDPUSD,2024-10-10,,,,
U_OMD7Q1DDPUSD,2024-11-21,,,,
U_OMD7Q1DDPUSD,2024-12-16,,,,
U_5PB8Z3V6DIXF,2024-01-27,,,,
U_5PB8Z3V6DIXF,2024-02-15,,,,
U_5PB8Z3V6DIXF,2024-03-22,,,,
U_5PB8Z3V6DIXF,2024-04-17,,,,
U_5PB8Z3V6DIXF,2024-05-09,,,,
U_5PB8Z3V6DIXF,2024-08-31,,,,
U_5PB8Z3V6DIXF,2024-09-01,,,,
U_5PB8Z3V6DIXF,2024-10-31,,,,
U_5PB8Z3V6DIXF,2024-12-18,,,,
U_5PB8Z3V6DIXF,2024-12-23,,,,
U_3BZT9D31K9QM,2024-02-09,,,,
U_3BZT9D31K9QM,2024-07-03,,,,
U_3BZT9D31K9QM,2024-10-05,,,,
U_3BZT9D31K9QM,2024-10-13,,,,
U_3BZT9D31K9QM,2024-10-25,,,,
U_3BZT9D31K9QM,2024-10-31,,,,
U_3BZT9D31K9QM,2024-11-04,,,,
U_3BZT9D31K9QM,2024-12-23,,,,
U_31YRUJOQW5DS,2024-01-03,,,,
U_31YRUJOQW5DS,2024-02-07,,,,
U_31YRUJOQW5DS,2024-03-24,,,,
U_31YRUJOQW5DS,2024-05-03,,,,
U_31YRUJOQW5DS,2024-05-31,,,,
U_31YRUJOQW5DS,2024-07-05,,,,
U_31YRUJOQW5DS,2024-07-30,,,,
U_31YRUJOQW5DS,2024-08-08,,,,
U_31YRUJOQW5DS,2024-08-20,,,,
U_31YRUJOQW5DS,2024-09-09,,,,
U_31YRUJOQW5DS,2024-09-24,,,,
U_31YRUJOQW5DS,2024-11-01,,,,
U_31YRUJOQW5DS,2024-12-25,,,,
U_QK4LTAHUKWQV,2024-02-19,,,,
U_QK4LTAHUKWQV,2024-03-08,,,,
U_QK4LTAHUKWQV,2024-03-29,,,,
U_QK4LTAHUKWQV,2024-05-12,,,,
U_QK4LTAHUKWQV,2024-05-22,,,,
U_QK4LTAHUKWQV,2024-07-14,,,,
U_QK4LTAHUKWQV,2024-07-21,,,,
U_QK4LTAHUKWQV,2024-10-02,,,,
U_QK4LTAHUKWQV,2024-11-18,,,,
U_QK4LTAHUKWQV,2024-12-26,,,,
U_RDIHSA7HEZ74,2024-01-06,,,,
U_RDIHSA7HEZ74,2024-01-19,,,,
U_RDIHSA7HEZ74,2024-02-08,,,,
U_RDIHSA7HEZ74,2024-02-18,,,,
U_RDIHSA7HEZ74,2024-02-21,,,,
U_RDIHSA7HEZ74,2024-05-30,,,,
U_RDIHSA7HEZ74,2024-06-17,,,,
U_RDIHSA7HEZ74,2024-06-22,,,,
U_RDIHSA7HEZ74,2024-07-29,,,,
U_RDIHSA7HEZ74,2024-08-04,,,,
U_RDIHSA7HEZ74,2024-08-28,,,,
U_RDIHSA7HEZ74,2024-09-26,,,,
U_NQJQIJC1YDMT,2024-02-26,,,,
U_NQJQIJC1YDMT,2024-03-11,,,,
U_NQJQIJC1YDMT,2024-03-31,,,,
U_NQJQIJC1YDMT,2024-04-29,,,,
U_NQJQIJC1YDMT,2024-04-30,,,,
U_NQJQIJC1YDMT,2024-06-04,,,,
U_NQJQIJC1YDMT,2024-07-16,,,,
U_NQJQIJC1YDMT,2024-07-31,,,,
U_NQJQIJC1YDMT,2024-08-05,,,,
U_NQJQIJC1YDMT,2024-08-19,,,,
U_NQJQIJC1YDMT,2024-09-21,,,,
U_NQJQIJC1YDMT,2024-10-23,,,,
U_NQJQIJC1YDMT,2024-12-28,,,,
U_U84XYJOA21A6,2024-01-18,,,,
U_U84XYJOA21A6,2024-02-17,,,,
U_U84XYJOA21A6,2024-03-11,,,,
U_U84XYJOA21A6,2024-03-31,,,,
U_U84XYJOA21A6,2024-04-01,,,,
U_U84XYJOA21A6,2024-07-31,,,,
U_U84XYJOA21A6,2024-08-09,,,,
U_U84XYJOA21A6,2024-08-11,,,,
U_U84XYJOA21A6,2024-10-23,,,,
U_U84XYJOA21A6,2024-11-09,,,,
U_U84XYJOA21A6,2024-12-14,,,,
U_U84XYJOA21A6,2024-12-30,,,,
U_IC43OLFARK6O,2024-02-23,,,,
U_IC43OLFARK6O,2024-04-06,,,,
U_IC43OLFARK6O,2024-05-07,,,,
U_IC43OLFARK6O,2024-07-21,,,,
U_IC43OLFARK6O,2024-10-06,,,,
U_IC43OLFARK6O,2024-10-11,,,,
U_IC43OLFARK6O,2024-12-26,,,,
U_WQHEYTO5F9M9,2024-02-03,,,,
U_WQHEYTO5F9M9,2024-02-20,,,,
U_WQHEYTO5F9M9,2024-03-07,,,,
U_WQHEYTO5F9M9,2024-04-13,,,,
U_WQHEYTO5F9M9,2024-04-27,,,,
U_WQHEYTO5F9M9,2024-07-02,,,,
U_WQHEYTO5F9M9,2024-09-06,,,,
U_WQHEYTO5F9M9,2024-09-17,,,,
U_WQHEYTO5F9M9,2024-09-20,,,,
U_WQHEYTO5F9M9,2024-09-29,,,,
U_WQHEYTO5F9M9,2024-11-22,,,,
U_DSLCB8QSSPYE,2024-01-17,,,,
U_DSLCB8QSSPYE,2024-02-03,,,,
U_DSLCB8QSSPYE,2024-02-14,,,,
U_DSLCB8QSSPYE,2024-02-20,,,,
U_DSLCB8QSSPYE,2024-03-02,,,,
U_DSLCB8QSSPYE,2024-03-26,,,,
U_DSLCB8QSSPYE,2024-05-21,,,,
U_DSLCB8QSSPYE,2024-08-14,,,,
U_DSLCB8QSSPYE,2024-08-17,,,,
U_DSLCB8QSSPYE,2024-09-07,,,,
U_DSLCB8QSSPYE,2024-09-17,,,,
U_DSLCB8QSSPYE,2024-09-18,,,,
U_DSLCB8QSSPYE,2024-11-20,,,,
U_DSLCB8QSSPYE,2024-11-22,,,,
U_DSLCB8QSSPYE,2024-12-02,,,,
U_YP04K43SAFYH,2024-01-27,,,,
U_YP04K43SAFYH,2024-02-10,,,,
U_YP04K43SAFYH,2024-03-16,,,,
U_YP04K43SAFYH,2024-05-20,,,,
U_YP04K43SAFYH,2024-05-28,,,,
U_YP04K43SAFYH,2024-07-22,,,,
U_YP04K43SAFYH,2024-08-31,,,,
U_YP04K43SAFYH,2024-09-01,,,,
U_YP04K43SAFYH,2024-10-05,,,,
U_YP04K43SAFYH,2024-10-13,,,,
U_YP04K43SAFYH,2024-10-17,,,,
U_YP04K43SAFYH,2024-11-04,,,,
U_YP04K43SAFYH,2024-11-28,,,,
U_YP04K43SAFYH,2024-12-23,,,,
U_939AYQ6WW8YL,2024-03-13,,,,
U_939AYQ6WW8YL,2024-03-23,,,,
U_939AYQ6WW8YL,2024-05-22,,,,
U_939AYQ6WW8YL,2024-07-15,,,,
U_939AYQ6WW8YL,2024-07-21,,,,
U_939AYQ6WW8YL,2024-07-23,,,,
U_939AYQ6WW8YL,2024-10-06,,,,
U_939AYQ6WW8YL,2024-11-18,,,,
U_939AYQ6WW8YL,2024-11-30,,,,
U_DB2UUIJNWPAY,2024-01-02,,,,
U_DB2UUIJNWPAY,2024-01-03,,,,
U_DB2UUIJNWPAY,2024-02-01,,,,
U_DB2UUIJNWPAY,2024-04-20,,,,
U_DB2UUIJNWPAY,2024-04-23,,,,
U_DB2UUIJNWPAY,2024-05-02,,,,
U_DB2UUIJNWPAY,2024-07-10,,,,
U_DB2UUIJNWPAY,2024-07-26,,,,
U_DB2UUIJNWPAY,2024-11-14,,,,
U_DB2UUIJNWPAY,2024-12-09,,,,
U_T8K06MOXSFH4,2024-04-10,,,,
U_T8K06MOXSFH4,2024-07-21,,,,
U_T8K06MOXSFH4,2024-08-06,,,,
U_T8K06MOXSFH4,2024-09-23,,,,
U_T8K06MOXSFH4,2024-10-02,,,,
U_T8K06MOXSFH4,2024-10-11,,,,
U_T8K06MOXSFH4,2024-11-10,,,,
U_T8K06MOXSFH4,2024-12-26,,,,
U_JMYLRQ1RDXCK,2024-01-29,,,,
U_JMYLRQ1RDXCK,2024-02-17,,,,
U_JMYLRQ1RDXCK,2024-04-01,,,,
U_JMYLRQ1RDXCK,2024-04-09,,,,
U_JMYLRQ1RDXCK,2024-04-24,,,,
U_JMYLRQ1RDXCK,2024-06-03,,,,
U_JMYLRQ1RDXCK,2024-07-16,,,,
U_JMYLRQ1RDXCK,2024-08-24,,,,
U_JMYLRQ1RDXCK,2024-09-03,,,,
U_JMYLRQ1RDXCK,2024-10-23,,,,
U_JMYLRQ1RDXCK,2024-11-09,,,,
U_JMYLRQ1RDXCK,2024-12-07,,,,
U_FV3XOLEYRVXO,2024-01-25,,,,
U_FV3XOLEYRVXO,2024-05-23,,,,
U_FV3XOLEYRVXO,2024-06-12,,,,
U_FV3XOLEYRVXO,2024-07-17,,,,
U_FV3XOLEYRVXO,2024-07-25,,,,
U_FV3XOLEYRVXO,2024-07-26,,,,
U_FV3XOLEYRVXO,2024-09-09,,,,
U_FV3XOLEYRVXO,2024-11-03,,,,
U_FV3XOLEYRVXO,2024-12-09,,,,
U_FV3XOLEYRVXO,2024-12-25,,,,
U_BN9WSZV83XPH,2024-01-11,,,,
U_BN9WSZV83XPH,2024-02-04,,,,
U_BN9WSZV83XPH,2024-02-26,,,,
U_BN9WSZV83XPH,2024-04-01,,,,
U_BN9WSZV83XPH,2024-04-24,,,,
U_BN9WSZV83XPH,2024-06-08,,,,
U_BN9WSZV83XPH,2024-06-11,,,,
U_BN9WSZV83XPH,2024-08-10,,,,
U_BN9WSZV83XPH,2024-08-18,,,,
U_BN9WSZV83XPH,2024-08-24,,,,
U_BN9WSZV83XPH,2024-11-09,,,,
U_SMESJT2JPNRI,2024-01-27,,,,
U_SMESJT2JPNRI,2024-02-02,,,,
U_SMESJT2JPNRI,2024-03-12,,,,
U_SMESJT2JPNRI,2024-03-22,,,,
U_SMESJT2JPNRI,2024-05-09,,,,
U_SMESJT2JPNRI,2024-05-20,,,,
U_SMESJT2JPNRI,2024-07-11,,,,
U_SMESJT2JPNRI,2024-09-15,,,,
U_SMESJT2JPNRI,2024-10-12,,,,
U_SMESJT2JPNRI,2024-10-17,,,,
U_SMESJT2JPNRI,2024-10-25,,,,
U_SMESJT2JPNRI,2024-11-04,,,,
U_SMESJT2JPNRI,2024-12-05,,,,
U_SMESJT2JPNRI,2024-12-18,,,,
U_44M2EC8RA484,2024-01-10,,,,
U_44M2EC8RA484,2024-02-05,,,,
U_44M2EC8RA484,2024-03-09,,,,
U_44M2EC8RA484,2024-04-04,,,,
U_44M2EC8RA484,2024-04-28,,,,
U_44M2EC8RA484,2024-05-13,,,,
U_44M2EC8RA484,2024-05-27,,,,
U_44M2EC8RA484,2024-06-05,,,,
U_44M2EC8RA484,2024-06-28,,,,
U_44M2EC8RA484,2024-07-27,,,,
U_44M2EC8RA484,2024-09-14,,,,
U_44M2EC8RA484,2024-09-30,,,,
U_44M2EC8RA484,2024-10-14,,,,
U_UXT9KLS1QCWQ,2024-03-13,,,,
U_UXT9KLS1QCWQ,2024-03-23,,,,
U_UXT9KLS1QCWQ,2024-04-06,,,,
U_UXT9KLS1QCWQ,2024-04-11,,,,
U_UXT9KLS1QCWQ,2024-05-14,,,,
U_UXT9KLS1QCWQ,2024-07-14,,,,
U_UXT9KLS1QCWQ,2024-10-09,,,,
U_UXT9KLS1QCWQ,2024-10-11,,,,
U_UXT9KLS1QCWQ,2024-11-10,,,,
U_UXT9KLS1QCWQ,2024-11-29,,,,
U_UXT9KLS1QCWQ,2024-11-30,,,,
U_UXT9KLS1QCWQ,2024-12-26,,,,
U_RAPKIANOUOF0,2024-04-14,,,,
U_RAPKIANOUOF0,2024-05-03,,,,
U_RAPKIANOUOF0,2024-06-02,,,,
U_RAPKIANOUOF0,2024-07-26,,,,
U_RAPKIANOUOF0,2024-08-02,,,,
U_RAPKIANOUOF0,2024-09-09,,,,
U_RAPKIANOUOF0,2024-10-30,,,,
U_29Q2L48C1CQG,2024-01-10,,,,
U_29Q2L48C1CQG,2024-01-15,,,,
U_29Q2L48C1CQG,2024-03-20,,,,
U_29Q2L48C1CQG,2024-05-13,,,,
U_29Q2L48C1CQG,2024-05-27,,,,
U_29Q2L48C1CQG,2024-08-26,,,,
U_29Q2L48C1CQG,2024-09-08,,,,
U_29Q2L48C1CQG,2024-09-12,,,,
U_29Q2L48C1CQG,2024-09-19,,,,
U_29Q2L48C1CQG,2024-09-30,,,,
U_29Q2L48C1CQG,2024-12-29,,,,
U_32CWT04CHSDI,2024-01-05,,,,
U_32CWT04CHSDI,2024-01-23,,,,
U_32CWT04CHSDI,2024-01-31,,,,
U_32CWT04CHSDI,2024-06-24,,,,
U_32CWT04CHSDI,2024-07-17,,,,
U_32CWT04CHSDI,2024-08-02,,,,
U_32CWT04CHSDI,2024-08-08,,,,
U_32CWT04CHSDI,2024-08-20,,,,
U_32CWT04CHSDI,2024-08-22,,,,
U_32CWT04CHSDI,2024-09-24,,,,
U_32CWT04CHSDI,2024-12-22,,,,
U_J8QO09VS9KKH,2024-01-13,,,,
U_J8QO09VS9KKH,2024-02-24,,,,
U_J8QO09VS9KKH,2024-04-15,,,,
U_J8QO09VS9KKH,2024-06-17,,,,
U_J8QO09VS9KKH,2024-06-23,,,,
U_J8QO09VS9KKH,2024-08-04,,,,
U_J8QO09VS9KKH,2024-08-16,,,,
U_J8QO09VS9KKH,2024-10-18,,,,
U_7E1047WWBSLU,2024-01-14,,,,
U_7E1047WWBSLU,2024-02-02,,,,
U_7E1047WWBSLU,2024-02-09,,,,
U_7E1047WWBSLU,2024-03-16,,,,
U_7E1047WWBSLU,2024-03-21,,,,
U_7E1047WWBSLU,2024-05-09,,,,
U_7E1047WWBSLU,2024-08-31,,,,
U_7E1047WWBSLU,2024-09-10,,,,
U_7E1047WWBSLU,2024-11-08,,,,
U_7E1047WWBSLU,2024-12-05,,,,
U_7E1047WWBSLU,2024-12-18,,,,
U_ONGMX1GM32WP,2024-02-17,,,,
U_ONGMX1GM32WP,2024-02-26,,,,
U_ONGMX1GM32WP,2024-03-11,,,,
U_ONGMX1GM32WP,2024-05-26,,,,
U_ONGMX1GM32WP,2024-06-13,,,,
U_ONGMX1GM32WP,2024-08-10,,,,
U_ONGMX1GM32WP,2024-08-11,,,,
U_ONGMX1GM32WP,2024-08-19,,,,
U_ONGMX1GM32WP,2024-08-25,,,,
U_ONGMX1GM32WP,2024-09-21,,,,
U_ONGMX1GM32WP,2024-10-23,,,,
U_ONGMX1GM32WP,2024-11-13,,,,
U_ONGMX1GM32WP,2024-11-25,,,,
U_ONGMX1GM32WP,2024-12-14,,,,
U_8CXX6MDK5N9S,2024-01-04,,,,
U_8CXX6MDK5N9S,2024-02-11,,,,
U_8CXX6MDK5N9S,2024-03-15,,,,
U_8CXX6MDK5N9S,2024-04-02,,,,
U_8CXX6MDK5N9S,2024-04-21,,,,
U_8CXX6MDK5N9S,2024-04-25,,,,
U_8CXX6MDK5N9S,2024-05-05,,,,
U_8CXX6MDK5N9S,2024-06-26,,,,
U_8CXX6MDK5N9S,2024-07-24,,,,
U_8CXX6MDK5N9S,2024-10-22,,,,
U_8CXX6MDK5N9S,2024-11-19,,,,
U_8CXX6MDK5N9S,2024-12-17,,,,
U_8NN16UXF5GZP,2024-01-07,,,,
U_8NN16UXF5GZP,2024-01-26,,,,
U_8NN16UXF5GZP,2024-03-18,,,,
U_8NN16UXF5GZP,2024-04-13,,,,
U_8NN16UXF5GZP,2024-04-19,,,,
U_8NN16UXF5GZP,2024-07-02,,,,
U_8NN16UXF5GZP,2024-07-18,,,,
U_8NN16UXF5GZP,2024-09-18,,,,
U_8NN16UXF5GZP,2024-11-27,,,,
U_D9FKXZUU80MB,2024-03-16,,,,
U_D9FKXZUU80MB,2024-04-17,,,,
U_D9FKXZUU80MB,2024-07-03,,,,
U_D9FKXZUU80MB,2024-09-10,,,,
U_D9FKXZUU80MB,2024-09-11,,,,
U_D9FKXZUU80MB,2024-10-31,,,,
U_D9FKXZUU80MB,2024-12-04,,,,
U_HBN5ELB45L6D,2024-01-02,,,,
U_HBN5ELB45L6D,2024-01-23,,,,
U_HBN5ELB45L6D,2024-01-31,,,,
U_HBN5ELB45L6D,2024-05-02,,,,
U_HBN5ELB45L6D,2024-06-12,,,,
U_HBN5ELB45L6D,2024-06-24,,,,
U_HBN5ELB45L6D,2024-06-29,,,,
U_HBN5ELB45L6D,2024-07-01,,,,
U_HBN5ELB45L6D,2024-07-05,,,,
U_HBN5ELB45L6D,2024-07-25,,,,
U_HBN5ELB45L6D,2024-07-26,,,,
U_HBN5ELB45L6D,2024-08-08,,,,
U_HBN5ELB45L6D,2024-11-14,,,,
U_HBN5ELB45L6D,2024-12-22,,,,
U_HBN5ELB45L6D,2024-12-25,,,,
U_K2Y77Z69UWS4,2024-01-27,,,,
U_K2Y77Z69UWS4,2024-03-06,,,,
U_K2Y77Z69UWS4,2024-03-16,,,,
U_K2Y77Z69UWS4,2024-05-25,,,,
U_K2Y77Z69UWS4,2024-06-21,,,,
U_K2Y77Z69UWS4,2024-08-29,,,,
U_K2Y77Z69UWS4,2024-09-15,,,,
U_K2Y77Z69UWS4,2024-10-12,,,,
U_K2Y77Z69UWS4,2024-12-04,,,,
U_K2Y77Z69UWS4,2024-12-05,,,,
U_ONX0GU4BJ3BQ,2024-02-19,,,,
U_ONX0GU4BJ3BQ,2024-03-23,,,,
U_ONX0GU4BJ3BQ,2024-05-07,,,,
U_ONX0GU4BJ3BQ,2024-05-16,,,,
U_ONX0GU4BJ3BQ,2024-07-14,,,,
U_ONX0GU4BJ3BQ,2024-07-23,,,,
U_ONX0GU4BJ3BQ,2024-11-18,,,,
U_OM5IGQPKI7P5,2024-01-04,,,,
U_OM5IGQPKI7P5,2024-01-20,,,,
U_OM5IGQPKI7P5,2024-01-21,,,,
U_OM5IGQPKI7P5,2024-02-11,,,,
U_OM5IGQPKI7P5,2024-04-26,,,,
U_OM5IGQPKI7P5,2024-05-06,,,,
U_OM5IGQPKI7P5,2024-05-08,,,,
U_OM5IGQPKI7P5,2024-10-15,,,,
U_OM5IGQPKI7P5,2024-10-16,,,,
U_OM5IGQPKI7P5,2024-11-07,,,,
U_OM5IGQPKI7P5,2024-12-17,,,,
U_OM5IGQPKI7P5,2024-12-24,,,,
U_YIHAIR4COWGZ,2024-02-05,,,,
U_YIHAIR4COWGZ,2024-03-20,,,,
U_YIHAIR4COWGZ,2024-04-04,,,,
U_YIHAIR4COWGZ,2024-05-15,,,,
U_YIHAIR4COWGZ,2024-05-17,,,,
U_YIHAIR4COWGZ,2024-10-08,,,,
U_RIPZIM6CFNFH,2024-01-14,,,,
U_RIPZIM6CFNFH,2024-02-09,,,,
U_RIPZIM6CFNFH,2024-03-06,,,,
U_RIPZIM6CFNFH,2024-03-16,,,,
U_RIPZIM6CFNFH,2024-03-22,,,,
U_RIPZIM6CFNFH,2024-07-03,,,,
U_RIPZIM6CFNFH,2024-08-31,,,,
U_RIPZIM6CFNFH,2024-09-11,,,,
U_RIPZIM6CFNFH,2024-10-05,,,,
U_RIPZIM6CFNFH,2024-10-12,,,,
U_RIPZIM6CFNFH,2024-10-25,,,,
U_RIPZIM6CFNFH,2024-11-08,,,,
U_RIPZIM6CFNFH,2024-11-28,,,,
U_RIPZIM6CFNFH,2024-12-05,,,,
U_UAXEQBNHL1N1,2024-04-01,,,,
U_UAXEQBNHL1N1,2024-04-30,,,,
U_UAXEQBNHL1N1,2024-06-11,,,,
U_UAXEQBNHL1N1,2024-06-13,,,,
U_UAXEQBNHL1N1,2024-09-03,,,,
U_UAXEQBNHL1N1,2024-12-10,,,,
