UserId,date,total_sleep_duration,deep_sleep_duration,rem_sleep_duration,restless,readiness_score,temperature_deviation,bedtime_start,bedtime_end,source
U_XAJI0Y6DPBHS,2024/04/22 00:00,28682,,4870,,,-0.15,2024-04-22T20:47:00,2024-04-23T07:28:00,Oura
U_XAJI0Y6DPBHS,23-Apr-2024,29799,6683,6681,,56,0.07,2024-04-23T23:23:00,2024-04-24T08:11:00,Oura
U_XAJI0Y6DPBHS,2024-04-24,28810,,10411,17,75,,2024-04-25T00:39:00,2024-04-25T05:49:00,Oura
U_XAJI0Y6DPBHS,25-Apr-2024,26729,5163,7478,27,62,,2024-04-25T23:40:00,2024-04-26T08:32:00,Oura
U_XAJI0Y6DPBHS,2024-04-26,,5748,4929,32,74,,2024-04-26T23:27:00,2024-04-27T05:11:00,Oura
U_XAJI0Y6DPBHS,29-Apr-2024,26491,6732,3759,8,75,-0.06,2024-04-29T20:27:00,2024-04-30T05:17:00,Oura
U_XAJI0Y6DPBHS,30-Apr-2024,29835,5942,5730,50,74,0.18,2024-04-30T21:22:00,2024-05-01T08:13:00,Oura
U_XAJI0Y6DPBHS,01-May-2024,30443,6596,5064,23,72,0.34,2024-05-02T00:56:00,2024-05-02T05:44:00,Oura
U_XAJI0Y6DPBHS,02-May-2024,25926,5603,1901,47,58,,2024-05-02T21:15:00,2024-05-03T08:45:00,Oura
U_XAJI0Y6DPBHS,03-May-2024,24163,7702,5663,15,,-0.01,2024-05-03T21:04:00,2024-05-04T08:20:00,Oura
U_XAJI0Y6DPBHS,2024/05/04 00:00,26827,,6165,17,67,0.06,2024-05-04T23:13:00,2024-05-05T06:20:00,Oura
U_XAJI0Y6DPBHS,05-May-2024,31591,5871,6676,48,78,0.09,2024-05-05T22:34:00,2024-05-06T07:07:00,Oura
U_XAJI0Y6DPBHS,2024/05/06 00:00,29255,5578,6758,20,66,0.2,2024-05-07T00:37:00,2024-05-07T08:08:00,Oura
U_XAJI0Y6DPBHS,2024/05/07 00:00,27923,4287,9625,24,56,-0.24,2024-05-07T21:23:00,2024-05-08T09:07:00,Oura
U_XAJI0Y6DPBHS,08-May-2024,32597,7311,4497,28,86,0.1,2024-05-08T20:50:00,2024-05-09T05:14:00,Oura
U_XAJI0Y6DPBHS,2024-05-09,33878,,,32,79,0.07,2024-05-10T00:17:00,2024-05-10T09:27:00,Oura
U_XAJI0Y6DPBHS,2024-05-10,32049,4835,9086,25,68,,2024-05-10T21:03:00,2024-05-11T07:29:00,Oura
U_XAJI0Y6DPBHS,11-May-2024,31061,3785,6921,27,,0.14,2024-05-11T22:25:00,2024-05-12T06:47:00,Oura
U_XAJI0Y6DPBHS,2024/05/12 00:00,33838,7380,8963,38,61,0.14,2024-05-12T23:32:00,2024-05-13T04:46:00,Oura
U_XAJI0Y6DPBHS,2024-05-13,,8659,8895,23,70,0.04,2024-05-14T00:52:00,2024-05-14T08:10:00,Oura
U_XAJI0Y6DPBHS,2024-05-14,31273,5005,9557,19,,0.09,2024-05-14T23:19:00,2024-05-15T05:58:00,Oura
U_XAJI0Y6DPBHS,15-May-2024,31901,6572,10473,,82,0.39,2024-05-15T23:20:00,2024-05-16T06:43:00,Oura
U_XAJI0Y6DPBHS,2024/05/16 00:00,27584,5649,,,66,0.13,2024-05-17T00:38:00,2024-05-17T05:10:00,Oura
U_XAJI0Y6DPBHS,2024/05/17 00:00,33733,3825,10049,43,81,0.0,2024-05-17T22:02:00,2024-05-18T06:23:00,Oura
U_XAJI0Y6DPBHS,18-May-2024,33185,7123,8369,46,70,0.36,2024-05-18T20:26:00,2024-05-19T06:50:00,Oura
U_XAJI0Y6DPBHS,2024-05-19,31777,7475,3113,43,58,0.13,2024-05-19T21:02:00,2024-05-20T05:24:00,Oura
U_XAJI0Y6DPBHS,2024-05-20,29232,5945,,41,73,-0.03,2024-05-21T00:11:00,2024-05-21T04:41:00,Oura
U_XAJI0Y6DPBHS,21-May-2024,,,5196,18,73,0.08,2024-05-21T21:32:00,2024-05-22T07:02:00,Oura
U_XAJI0Y6DPBHS,2024-05-22,28896,4520,9199,12,60,-0.11,2024-05-22T22:57:00,2024-05-23T08:37:00,Oura
U_XAJI0Y6DPBHS,2024/05/23 00:00,30686,,4227,,83,0.08,2024-05-23T21:18:00,2024-05-24T06:20:00,Oura
U_XAJI0Y6DPBHS,24-May-2024,32001,9137,9473,37,62,-0.39,2024-05-24T22:17:00,2024-05-25T06:50:00,Oura
U_XAJI0Y6DPBHS,25-May-2024,30463,,6176,42,89,0.02,2024-05-25T23:24:00,2024-05-26T06:08:00,Oura
U_XAJI0Y6DPBHS,26-May-2024,32873,11615,4422,37,77,-0.2,2024-05-27T01:00:00,2024-05-27T07:09:00,Oura
U_XAJI0Y6DPBHS,2024-05-27,32149,5234,7863,25,65,-0.1,2024-05-27T22:43:00,2024-05-28T05:25:00,Oura
U_XAJI0Y6DPBHS,2024/05/28 00:00,31070,6723,7904,14,73,-0.12,2024-05-28T20:17:00,2024-05-29T08:51:00,Oura
U_XAJI0Y6DPBHS,09-Jun-2024,28636,3416,4882,24,81,0.15,2024-06-09T20:15:00,2024-06-10T05:28:00,Oura
U_XAJI0Y6DPBHS,2024-06-10,29611,3472,10543,8,84,-0.01,2024-06-10T21:14:00,2024-06-11T07:10:00,Oura
U_XAJI0Y6DPBHS,2024-06-11,,5472,6446,20,69,0.19,2024-06-11T20:33:00,2024-06-12T07:47:00,Oura
U_XAJI0Y6DPBHS,13-Jun-2024,29889,4687,,19,62,-0.07,2024-06-13T20:38:00,2024-06-14T09:23:00,Oura
U_XAJI0Y6DPBHS,2024/06/14 00:00,29503,5667,4882,11,63,-0.0,2024-06-15T00:15:00,2024-06-15T04:53:00,Oura
U_XAJI0Y6DPBHS,15-Jun-2024,30343,4055,8948,42,75,0.13,2024-06-15T22:25:00,2024-06-16T04:39:00,Oura
U_XAJI0Y6DPBHS,2024/06/16 00:00,26546,5655,,,,-0.18,2024-06-16T22:52:00,2024-06-17T04:38:00,Oura
U_XAJI0Y6DPBHS,2024-06-17,30072,6896,7863,12,78,0.06,2024-06-17T20:40:00,2024-06-18T09:14:00,Oura
U_XAJI0Y6DPBHS,18-Jun-2024,25290,,6088,51,60,-0.06,2024-06-18T23:11:00,2024-06-19T05:22:00,Oura
U_XAJI0Y6DPBHS,2024-06-19,24877,5832,7003,45,65,-0.15,2024-06-19T21:55:00,2024-06-20T05:57:00,Oura
U_XAJI0Y6DPBHS,2024-06-20,31131,5847,7315,18,74,-0.14,2024-06-20T20:26:00,2024-06-21T06:42:00,Oura
U_XAJI0Y6DPBHS,2024-06-21,35028,6008,,24,73,0.0,2024-06-21T21:27:00,2024-06-22T05:40:00,Oura
U_XAJI0Y6DPBHS,2024/06/22 00:00,32765,5095,4635,19,54,-0.03,2024-06-22T23:31:00,2024-06-23T08:18:00,Oura
U_XAJI0Y6DPBHS,2024/06/23 00:00,27806,1578,7035,25,72,0.11,2024-06-24T00:07:00,2024-06-24T06:25:00,Oura
U_XAJI0Y6DPBHS,2024-06-24,35673,7618,,18,78,0.04,2024-06-24T21:45:00,2024-06-25T05:09:00,Oura
U_XAJI0Y6DPBHS,2024-06-25,27663,,3035,47,47,,2024-06-26T00:30:00,2024-06-26T08:53:00,Oura
U_XAJI0Y6DPBHS,26-Jun-2024,28753,4898,3941,,67,-0.09,2024-06-26T23:06:00,2024-06-27T07:47:00,Oura
U_XAJI0Y6DPBHS,27-Jun-2024,33151,5044,11595,32,86,0.29,2024-06-27T22:37:00,2024-06-28T09:25:00,Oura
U_XAJI0Y6DPBHS,2024/06/28 00:00,28880,5039,,,66,0.24,2024-06-29T00:31:00,2024-06-29T08:21:00,Oura
U_XAJI0Y6DPBHS,30-Jun-2024,24498,2828,,,75,,2024-06-30T20:50:00,2024-07-01T04:55:00,Oura
U_XAJI0Y6DPBHS,2024/07/01 00:00,27510,7667,5686,23,62,-0.16,2024-07-02T00:12:00,2024-07-02T08:55:00,Oura
U_XAJI0Y6DPBHS,02-Jul-2024,28151,,,20,65,-0.06,2024-07-03T00:32:00,2024-07-03T05:21:00,Oura
U_XAJI0Y6DPBHS,03-Jul-2024,29708,5473,2909,32,71,-0.06,2024-07-03T22:17:00,2024-07-04T08:43:00,Oura
U_XAJI0Y6DPBHS,2024-07-04,31707,7351,8480,20,84,,2024-07-05T00:04:00,2024-07-05T07:06:00,Oura
U_XAJI0Y6DPBHS,2024/07/05 00:00,28574,1346,,11,50,,2024-07-05T22:51:00,2024-07-06T04:40:00,Oura
U_XAJI0Y6DPBHS,2024-07-06,33168,4461,8274,12,,-0.13,2024-07-06T20:00:00,2024-07-07T08:40:00,Oura
U_XAJI0Y6DPBHS,2024-07-07,29916,,5735,44,77,-0.18,2024-07-07T21:15:00,2024-07-08T05:18:00,Oura
U_XAJI0Y6DPBHS,2024-07-09,28585,5686,5601,2,73,0.23,2024-07-10T00:09:00,2024-07-10T06:39:00,Oura
U_XAJI0Y6DPBHS,10-Jul-2024,35041,7095,9101,17,84,0.13,2024-07-11T00:07:00,2024-07-11T05:27:00,Oura
U_XAJI0Y6DPBHS,11-Jul-2024,27677,8603,,17,83,,2024-07-11T22:05:00,2024-07-12T09:25:00,Oura
U_XAJI0Y6DPBHS,2024/07/12 00:00,26921,1709,5564,,76,,2024-07-13T00:38:00,2024-07-13T08:20:00,Oura
U_XAJI0Y6DPBHS,2024/07/13 00:00,30043,4184,7147,29,84,-0.37,2024-07-13T22:21:00,2024-07-14T07:08:00,Oura
U_XAJI0Y6DPBHS,2024-07-14,,6122,5307,42,83,-0.01,2024-07-14T22:57:00,2024-07-15T06:57:00,Oura
U_XAJI0Y6DPBHS,2024-07-15,30716,3691,9245,52,70,0.07,2024-07-16T00:45:00,2024-07-16T05:53:00,Oura
U_XAJI0Y6DPBHS,16-Jul-2024,26342,,3431,17,79,,2024-07-16T20:02:00,2024-07-17T08:10:00,Oura
U_XAJI0Y6DPBHS,17-Jul-2024,28117,,5795,19,82,-0.26,2024-07-18T00:47:00,2024-07-18T05:49:00,Oura
U_XAJI0Y6DPBHS,2024-07-19,31123,7858,5001,22,64,-0.26,2024-07-19T20:16:00,2024-07-20T08:32:00,Oura
U_XAJI0Y6DPBHS,20-Jul-2024,31697,8636,5869,3,72,0.22,2024-07-20T22:34:00,2024-07-21T07:09:00,Oura
U_XAJI0Y6DPBHS,2024-07-21,32017,10228,8328,10,65,0.04,2024-07-21T21:09:00,2024-07-22T08:03:00,Oura
U_XAJI0Y6DPBHS,2024/07/22 00:00,29177,8066,5447,58,73,0.26,2024-07-22T23:43:00,2024-07-23T05:19:00,Oura
U_XAJI0Y6DPBHS,2024-07-24,28122,3273,8759,19,74,0.21,2024-07-24T23:58:00,2024-07-25T08:05:00,Oura
U_XAJI0Y6DPBHS,25-Jul-2024,25987,5115,,,64,-0.06,2024-07-26T00:57:00,2024-07-26T08:52:00,Oura
U_XAJI0Y6DPBHS,26-Jul-2024,29207,6421,11383,20,87,-0.11,2024-07-26T23:26:00,2024-07-27T04:33:00,Oura
U_XAJI0Y6DPBHS,27-Jul-2024,34231,5097,9903,,69,0.15,2024-07-27T22:50:00,2024-07-28T05:19:00,Oura
U_XAJI0Y6DPBHS,28-Jul-2024,32282,5356,6695,,72,0.17,2024-07-28T21:44:00,2024-07-29T08:54:00,Oura
U_XAJI0Y6DPBHS,2024-07-29,29718,7352,7812,16,80,0.11,2024-07-29T22:39:00,2024-07-30T04:33:00,Oura
U_XAJI0Y6DPBHS,30-Jul-2024,28111,6850,,13,81,0.01,2024-07-30T20:53:00,2024-07-31T08:32:00,Oura
U_XAJI0Y6DPBHS,2024-07-31,33756,8809,,20,73,-0.23,2024-08-01T00:39:00,2024-08-01T06:43:00,Oura
U_XAJI0Y6DPBHS,2024/08/01 00:00,29437,6663,8988,55,71,0.13,2024-08-01T22:03:00,2024-08-02T05:57:00,Oura
U_XAJI0Y6DPBHS,2024/08/02 00:00,30793,4886,5671,26,61,-0.01,2024-08-03T00:12:00,2024-08-03T07:38:00,Oura
U_XAJI0Y6DPBHS,2024/08/03 00:00,24207,3521,7020,30,56,,2024-08-03T21:01:00,2024-08-04T09:18:00,Oura
U_XAJI0Y6DPBHS,05-Aug-2024,,5912,5875,13,,0.05,2024-08-05T23:59:00,2024-08-06T08:24:00,Oura
