id,sleep_start,sleep_end,minutesAsleep,minutesAwake,sleep_efficiency,isMainSleep
U_5NQ4FMYZYCWT,2024/03/15 23:57,2024-03-16 01:45:00,108,0,98,FALSE
U_5NQ4FMYZYCWT,2024-03-15 22:53:00,2024-03-16 00:47:00,114,20,87,True
U_5NQ4FMYZYCWT,2024-03-16 23:58:00,2024-03-17 05:58:00,360,0,83,FALSE
U_5NQ4FMYZYCWT,2024-03-18 23:58:00,2024-03-19 05:58:00,360,72,76,True
U_5NQ4FMYZYCWT,2024-03-19 23:26:00,2024-03-20 01:38:00,132,25,75,
U_5NQ4FMYZYCWT,2024-03-19 23:27:00,2024-03-20 01:13:00,106,,85,True
U_5NQ4FMYZYCWT,2024/03/19 22:36,2024-03-20 00:15:00,99,29,94,FALSE
U_5NQ4FMYZYCWT,2024-03-20 23:12:00,2024-03-21 00:50:00,,,,
U_5NQ4FMYZYCWT,2024-03-20 23:54:00,2024-03-21 01:52:00,118,,82,TRUE
U_5NQ4FMYZYCWT,2024-03-20 23:25:00,2024-03-21 01:34:00,,0,83,FALSE
U_5NQ4FMYZYCWT,2024/03/21 22:28,2024-03-22 04:21:00,353,61,91,0
U_5NQ4FMYZYCWT,2024/03/22 21:16,2024-03-23 00:34:00,198,27,98,0
U_5NQ4FMYZYCWT,2024-03-22 22:23:00,2024-03-23 02:02:00,219,,69,1
U_5NQ4FMYZYCWT,2024/03/23 21:05,2024-03-24 03:00:00,355,41,80,FALSE
U_5NQ4FMYZYCWT,2024-03-24 22:59:00,2024-03-25 02:46:00,227,33,77,False
U_5NQ4FMYZYCWT,2024-03-24 22:32:00,2024-03-25 01:51:00,199,36,91,True
U_5NQ4FMYZYCWT,2024/03/25 20:37,2024-03-25 23:00:00,143,23,80,
U_5NQ4FMYZYCWT,2024-03-25 21:27:00,2024-03-25 22:58:00,91,48,95,FALSE
U_5NQ4FMYZYCWT,2024-03-25 23:15:00,2024-03-26 01:04:00,109,30,95,FALSE
U_5NQ4FMYZYCWT,2024-03-26 22:08:00,2024-03-27 00:20:00,132,23,83,0
U_5NQ4FMYZYCWT,2024-03-26 23:04:00,2024-03-27 00:48:00,104,,92,TRUE
U_5NQ4FMYZYCWT,2024-03-26 22:46:00,2024-03-27 00:17:00,91,54,79,TRUE
U_5NQ4FMYZYCWT,2024-03-27 21:18:00,2024-03-28 00:53:00,215,57,90,
U_5NQ4FMYZYCWT,2024-03-27 22:28:00,2024-03-28 02:46:00,258,24,91,0
U_5NQ4FMYZYCWT,2024-03-29 21:01:00,2024-03-30 02:49:00,348,,82,1
U_5NQ4FMYZYCWT,2024-03-30 21:22:00,2024-03-30 23:18:00,,32,83,TRUE
U_5NQ4FMYZYCWT,2024-03-30 23:57:00,2024-03-31 02:12:00,135,35,85,FALSE
U_5NQ4FMYZYCWT,2024/03/30 23:06,2024-03-31 01:14:00,128,60,,TRUE
U_5NQ4FMYZYCWT,2024-04-01 20:36:00,2024-04-01 23:48:00,192,24,,True
U_5NQ4FMYZYCWT,2024-04-01 22:09:00,2024-04-02 01:28:00,199,,83,FALSE
U_5NQ4FMYZYCWT,2024-04-01 20:52:00,2024-04-01 22:39:00,107,18,82,TRUE
U_5NQ4FMYZYCWT,2024/04/02 22:21,2024-04-03 04:21:00,360,36,91,1
U_5NQ4FMYZYCWT,2024/04/03 23:35,2024-04-04 04:11:00,276,34,75,TRUE
U_5NQ4FMYZYCWT,2024-04-03 21:13:00,2024-04-04 01:39:00,266,,,True
U_5NQ4FMYZYCWT,2024-04-04 22:44:00,2024-04-05 00:04:00,80,52,74,1
U_5NQ4FMYZYCWT,2024-04-04 23:33:00,2024-04-05 01:33:00,120,18,82,False
U_5NQ4FMYZYCWT,2024-04-04 22:38:00,2024-04-05 00:42:00,124,,94,
U_5NQ4FMYZYCWT,2024/04/06 23:03,2024-04-07 05:03:00,360,30,,
U_5NQ4FMYZYCWT,2024/04/07 22:04,2024-04-08 02:36:00,272,,81,
U_5NQ4FMYZYCWT,2024/04/07 22:41,2024-04-08 02:20:00,219,0,74,True
U_5NQ4FMYZYCWT,2024-04-08 22:19:00,2024-04-09 04:19:00,360,0,,
U_5NQ4FMYZYCWT,2024-04-09 23:20:00,2024-04-10 05:20:00,360,41,83,1
U_5NQ4FMYZYCWT,2024-04-10 20:55:00,2024-04-11 02:55:00,360,21,85,1
U_5NQ4FMYZYCWT,2024-04-11 22:20:00,2024-04-11 23:55:00,95,25,88,False
U_5NQ4FMYZYCWT,2024-04-11 23:03:00,2024-04-12 00:43:00,100,,82,True
U_5NQ4FMYZYCWT,2024-04-11 21:08:00,2024-04-11 23:08:00,120,,72,0
U_5NQ4FMYZYCWT,2024-04-13 00:00:00,2024-04-13 01:38:00,98,17,82,1
U_5NQ4FMYZYCWT,2024-04-12 20:48:00,2024-04-12 23:34:00,166,,83,0
U_5NQ4FMYZYCWT,2024-04-12 23:48:00,2024-04-13 01:41:00,113,43,94,True
U_5NQ4FMYZYCWT,2024/04/14 23:17,2024-04-15 02:03:00,166,7,,
U_5NQ4FMYZYCWT,2024/04/14 23:55,2024-04-15 02:23:00,148,60,88,FALSE
U_5NQ4FMYZYCWT,2024-04-14 23:50:00,2024-04-15 01:54:00,124,,95,FALSE
U_5NQ4FMYZYCWT,2024-04-15 23:54:00,2024-04-16 03:03:00,189,,87,False
U_5NQ4FMYZYCWT,2024/04/15 21:24,2024-04-16 00:21:00,177,33,82,TRUE
U_5NQ4FMYZYCWT,2024/04/16 23:01,2024-04-17 02:26:00,205,46,88,
U_5NQ4FMYZYCWT,2024-04-16 21:28:00,2024-04-17 01:51:00,263,60,,False
U_5NQ4FMYZYCWT,2024-04-17 22:09:00,2024-04-18 03:05:00,296,0,83,0
U_5NQ4FMYZYCWT,2024-04-18 20:49:00,2024-04-19 02:49:00,360,58,,
U_5NQ4FMYZYCWT,2024-04-19 23:08:00,2024-04-20 05:08:00,360,,94,False
U_5NQ4FMYZYCWT,2024-04-20 21:52:00,2024-04-21 00:36:00,164,,,0
U_5NQ4FMYZYCWT,2024-04-20 22:05:00,2024-04-21 00:11:00,126,77,81,
U_5NQ4FMYZYCWT,2024/04/20 22:28,2024-04-21 01:11:00,163,58,80,True
U_5NQ4FMYZYCWT,2024/04/21 21:09,2024-04-21 22:52:00,103,66,85,TRUE
U_5NQ4FMYZYCWT,2024-04-21 20:49:00,2024-04-21 23:46:00,177,29,,False
U_5NQ4FMYZYCWT,2024/04/21 23:32,2024-04-22 02:00:00,148,30,76,True
U_5NQ4FMYZYCWT,2024-04-22 22:13:00,2024-04-23 03:46:00,,69,75,TRUE
U_5NQ4FMYZYCWT,2024-04-25 21:25:00,2024-04-25 23:57:00,152,19,86,0
U_5NQ4FMYZYCWT,2024/04/25 22:40,2024-04-26 01:24:00,164,54,76,1
U_5NQ4FMYZYCWT,2024-04-25 23:53:00,2024-04-26 03:15:00,202,50,84,FALSE
U_5NQ4FMYZYCWT,2024/04/26 23:41,2024-04-27 05:41:00,360,34,80,True
U_5NQ4FMYZYCWT,2024-04-27 22:04:00,2024-04-28 04:04:00,360,27,79,FALSE
U_5NQ4FMYZYCWT,2024-04-28 21:15:00,2024-04-29 00:07:00,,70,79,TRUE
U_5NQ4FMYZYCWT,2024-04-28 21:47:00,2024-04-29 00:49:00,182,15,97,FALSE
U_5NQ4FMYZYCWT,2024-04-29 22:55:00,2024-04-30 04:40:00,345,41,81,False
U_5NQ4FMYZYCWT,2024/04/30 23:00,2024-05-01 01:39:00,159,52,66,1
U_5NQ4FMYZYCWT,2024/04/30 22:01,2024-05-01 00:38:00,157,16,76,True
U_5NQ4FMYZYCWT,2024-05-01 20:56:00,2024-05-02 02:56:00,360,53,90,0
U_5NQ4FMYZYCWT,2024/05/02 22:48,2024-05-03 02:08:00,200,33,85,FALSE
U_5NQ4FMYZYCWT,2024-05-02 23:59:00,2024-05-03 03:05:00,186,24,,False
U_5NQ4FMYZYCWT,2024-05-03 20:45:00,2024-05-03 23:02:00,137,,91,False
U_5NQ4FMYZYCWT,2024-05-03 22:03:00,2024-05-04 00:36:00,153,12,79,False
U_5NQ4FMYZYCWT,2024/05/03 23:26,2024-05-04 02:00:00,154,32,,1
U_5NQ4FMYZYCWT,2024-05-04 21:41:00,2024-05-04 23:48:00,127,56,95,
U_5NQ4FMYZYCWT,2024/05/04 20:35,2024-05-04 23:25:00,170,40,71,True
U_5NQ4FMYZYCWT,2024/05/04 22:58,2024-05-05 01:24:00,146,55,84,0
U_5NQ4FMYZYCWT,2024-05-05 21:36:00,2024-05-06 01:09:00,213,58,79,
U_5NQ4FMYZYCWT,2024/05/05 21:22,2024-05-06 01:02:00,220,14,,FALSE
U_5NQ4FMYZYCWT,2024/05/06 23:56,2024-05-07 02:18:00,142,41,98,
U_5NQ4FMYZYCWT,2024-05-06 23:11:00,2024-05-07 00:47:00,96,0,82,TRUE
U_5NQ4FMYZYCWT,2024-05-06 22:07:00,2024-05-06 23:29:00,82,5,77,TRUE
U_5NQ4FMYZYCWT,2024-05-08 23:50:00,2024-05-09 05:50:00,360,76,,FALSE
U_5NQ4FMYZYCWT,2024-05-09 21:36:00,2024-05-10 03:36:00,360,40,96,FALSE
U_5NQ4FMYZYCWT,2024-05-10 21:32:00,2024-05-11 03:32:00,360,,87,FALSE
U_5NQ4FMYZYCWT,2024/05/11 21:45,2024-05-12 03:45:00,360,26,91,FALSE
U_5NQ4FMYZYCWT,2024-05-12 23:22:00,2024-05-13 05:16:00,,,94,False
U_5NQ4FMYZYCWT,2024/05/13 23:01,2024-05-14 05:01:00,360,68,78,0
U_5NQ4FMYZYCWT,2024-05-14 20:32:00,2024-05-15 02:01:00,329,,70,TRUE
U_5NQ4FMYZYCWT,2024-05-15 22:04:00,2024-05-16 01:10:00,186,71,,
U_5NQ4FMYZYCWT,2024-05-15 21:01:00,2024-05-15 23:31:00,150,49,,False
U_5NQ4FMYZYCWT,2024-05-15 22:11:00,2024-05-15 23:50:00,99,,83,False
U_5NQ4FMYZYCWT,2024-05-16 23:49:00,2024-05-17 05:49:00,360,53,72,
U_5NQ4FMYZYCWT,2024-05-17 21:52:00,2024-05-18 03:52:00,360,43,85,TRUE
U_5NQ4FMYZYCWT,2024-05-18 21:31:00,2024-05-19 03:31:00,360,35,96,
U_5NQ4FMYZYCWT,2024-05-19 22:54:00,2024-05-20 03:04:00,,40,84,0
U_5NQ4FMYZYCWT,2024-05-19 22:25:00,2024-05-20 02:12:00,227,56,79,0
U_5NQ4FMYZYCWT,2024-05-20 23:13:00,2024-05-21 00:35:00,82,17,,1
U_5NQ4FMYZYCWT,2024-05-20 21:49:00,2024-05-20 23:26:00,97,28,73,False
U_5NQ4FMYZYCWT,2024/05/20 20:57,2024-05-20 22:57:00,120,34,79,False
U_5NQ4FMYZYCWT,2024-05-21 22:43:00,2024-05-22 04:43:00,360,55,98,0
U_5NQ4FMYZYCWT,2024-05-22 22:49:00,2024-05-23 02:19:00,210,5,91,FALSE
U_5NQ4FMYZYCWT,2024-05-22 22:56:00,2024-05-23 02:28:00,212,,,FALSE
U_5NQ4FMYZYCWT,2024-05-23 20:31:00,2024-05-24 02:31:00,360,61,80,FALSE
U_5NQ4FMYZYCWT,2024-05-24 23:11:00,2024-05-25 05:11:00,360,40,80,0
U_5NQ4FMYZYCWT,2024/05/25 21:58,2024-05-26 03:58:00,360,13,79,0
U_5NQ4FMYZYCWT,2024-05-26 21:21:00,2024-05-27 03:21:00,360,,,
U_5NQ4FMYZYCWT,2024-05-27 21:37:00,2024-05-28 00:33:00,176,52,82,True
U_5NQ4FMYZYCWT,2024-05-27 21:06:00,2024-05-28 01:05:00,239,,93,TRUE
U_5NQ4FMYZYCWT,2024-05-29 20:56:00,2024-05-30 02:56:00,360,36,92,1
U_5NQ4FMYZYCWT,2024/05/30 23:39,2024-05-31 01:58:00,139,33,90,FALSE
U_5NQ4FMYZYCWT,2024-05-30 22:13:00,2024-05-31 00:07:00,114,33,98,FALSE
U_5NQ4FMYZYCWT,2024/05/30 22:37,2024-05-31 01:27:00,170,61,85,
U_5NQ4FMYZYCWT,2024/05/31 22:55,2024-06-01 01:16:00,141,21,76,True
U_5NQ4FMYZYCWT,2024/05/31 22:56,2024-06-01 01:10:00,134,6,98,True
U_5NQ4FMYZYCWT,2024-05-31 22:52:00,2024-06-01 01:20:00,148,33,89,1
U_5NQ4FMYZYCWT,2024/06/01 23:15,2024-06-02 05:15:00,360,34,87,
U_5NQ4FMYZYCWT,2024/06/03 23:14,2024-06-04 02:09:00,175,49,,True
U_5NQ4FMYZYCWT,2024-06-03 23:19:00,2024-06-04 02:02:00,163,34,79,1
U_5NQ4FMYZYCWT,2024-06-03 21:54:00,2024-06-04 00:59:00,185,,98,1
U_5NQ4FMYZYCWT,2024-06-04 23:52:00,2024-06-05 02:33:00,161,11,87,1
U_5NQ4FMYZYCWT,2024-06-04 20:56:00,2024-06-04 23:32:00,156,,88,1
U_5NQ4FMYZYCWT,2024/06/05 22:03,2024-06-06 01:38:00,215,50,82,
U_5NQ4FMYZYCWT,2024-06-05 22:53:00,2024-06-06 03:00:00,247,4,90,TRUE
U_5NQ4FMYZYCWT,2024-06-06 21:45:00,2024-06-07 01:17:00,212,56,,TRUE
U_5NQ4FMYZYCWT,2024-06-06 23:08:00,2024-06-07 02:33:00,205,0,83,1
U_5NQ4FMYZYCWT,2024/06/07 22:53,2024-06-08 01:37:00,164,,78,False
U_5NQ4FMYZYCWT,2024-06-07 21:30:00,2024-06-08 00:02:00,152,30,96,False
U_5NQ4FMYZYCWT,2024-06-07 21:05:00,2024-06-07 22:54:00,109,59,78,FALSE
U_5NQ4FMYZYCWT,2024-06-08 23:51:00,2024-06-09 03:57:00,246,31,87,1
U_5NQ4FMYZYCWT,2024-06-08 21:00:00,2024-06-09 01:23:00,263,19,80,False
U_5NQ4FMYZYCWT,2024-06-10 23:34:00,2024-06-11 03:19:00,225,,78,1
U_5NQ4FMYZYCWT,2024-06-10 23:39:00,2024-06-11 01:41:00,122,30,84,True
U_5NQ4FMYZYCWT,2024/06/10 22:44,2024-06-11 01:24:00,160,29,89,True
U_5NQ4FMYZYCWT,2024-06-12 22:40:00,2024-06-13 04:40:00,360,18,89,0
U_5NQ4FMYZYCWT,2024/06/13 21:16,2024-06-14 00:20:00,184,47,86,0
U_5NQ4FMYZYCWT,2024-06-13 22:15:00,2024-06-14 01:51:00,216,33,83,0
U_5NQ4FMYZYCWT,2024-06-14 23:38:00,2024-06-15 01:40:00,122,62,62,False
U_5NQ4FMYZYCWT,2024-06-14 20:35:00,2024-06-14 23:00:00,145,35,73,
U_5NQ4FMYZYCWT,2024-06-14 22:37:00,2024-06-15 01:00:00,143,44,89,
U_5NQ4FMYZYCWT,2024-06-15 21:04:00,2024-06-16 03:04:00,360,27,70,1
U_5NQ4FMYZYCWT,2024/06/16 21:21,2024-06-17 03:21:00,360,8,79,True
U_5NQ4FMYZYCWT,2024-06-17 20:44:00,2024-06-18 02:44:00,360,,89,False
U_5NQ4FMYZYCWT,2024/06/18 20:59,2024-06-19 02:59:00,360,,90,0
U_5NQ4FMYZYCWT,2024-06-19 23:48:00,2024-06-20 02:20:00,152,38,85,True
U_5NQ4FMYZYCWT,2024/06/19 21:42,2024-06-20 01:02:00,200,54,90,TRUE
U_5NQ4FMYZYCWT,2024-06-20 21:02:00,2024-06-21 00:34:00,212,51,79,False
U_5NQ4FMYZYCWT,2024/06/20 22:26,2024-06-21 01:13:00,167,38,86,TRUE
U_5NQ4FMYZYCWT,2024/06/21 21:41,2024-06-21 23:27:00,106,,88,FALSE
U_5NQ4FMYZYCWT,2024-06-21 22:19:00,2024-06-22 00:00:00,,,77,True
U_5NQ4FMYZYCWT,2024-06-21 21:57:00,2024-06-21 23:10:00,73,57,69,0
U_5NQ4FMYZYCWT,2024/06/22 22:05,2024-06-23 02:42:00,277,48,77,
U_5NQ4FMYZYCWT,2024/06/22 20:57,2024-06-23 02:12:00,315,39,,True
U_5NQ4FMYZYCWT,2024/06/23 23:34,2024-06-24 05:34:00,360,,79,FALSE
U_5NQ4FMYZYCWT,2024-06-24 22:46:00,2024-06-25 01:45:00,179,41,79,1
U_5NQ4FMYZYCWT,2024-06-24 21:34:00,2024-06-25 01:36:00,242,54,90,0
U_5NQ4FMYZYCWT,2024/06/26 22:56,2024-06-27 02:27:00,211,38,,True
U_5NQ4FMYZYCWT,2024-06-26 21:35:00,2024-06-27 00:22:00,167,39,91,
U_5NQ4FMYZYCWT,2024/06/27 20:55,2024-06-27 23:48:00,173,19,94,1
U_5NQ4FMYZYCWT,2024/06/27 21:38,2024-06-28 01:01:00,203,34,93,False
U_5NQ4FMYZYCWT,2024-06-27 23:38:00,2024-06-28 01:46:00,128,56,92,1
U_5NQ4FMYZYCWT,2024-06-28 23:11:00,2024-06-29 05:11:00,360,,79,
U_5NQ4FMYZYCWT,2024-06-29 21:11:00,2024-06-30 03:11:00,360,44,63,1
U_5NQ4FMYZYCWT,2024-06-30 21:46:00,2024-07-01 03:46:00,360,0,,FALSE
